Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllable,TargetSyllable,SourceWordSyl,TargetWordSylLength,PositionSource,Position Target,Simple PositionSource,Simple PositionTarget,Previous source,Next source,Previous target,Next target,Process,TargetOrthography,Translation,Reference,Notes
Angolar,ˈfi:dɐ,fɨˈɾidɐ,ˈfi:.dɐ,fɨ.ˈɾi.dɐ,-,dɐ,2,3,-,3,-,Final,dɐ,-,ˈɾi,3,,ferida,wound,Bandeira2017[366-412],
Angolar,ˈlɛpɐ,ˈlɛpɾɐ,ˈlɛ.pɐ,ˈlɛ.pɾɐ,ˈlɛ,ˈlɛ,2,2,1,1,Initial,Initial,0,pɐ,0,pɾɐ,,lepra,leprosy,Bandeira2017[366-412],
Angolar,ˈlɛpɐ,ˈlɛpɾɐ,ˈlɛ.pɐ,ˈlɛ.pɾɐ,pɐ,pɾɐ,2,2,2,2,Final,Final,ˈlɛ,2,ˈlɛ,2,,lepra,leprosy,Bandeira2017[366-412],
Angolar,baˈja,vɐjˈaɾ,ba.ˈja,vɐj.ˈaɾ,ba,vɐj,2,2,1,1,Initial,Initial,0,ˈja,0,ˈaɾ,,vaiar,cast a spell,Bandeira2017[366-412],
Angolar,baˈja,vɐjˈaɾ,ba.ˈja,vɐj.ˈaɾ,ˈja,ˈaɾ,2,2,2,2,Final,Final,ba,2,vɐj,2,,vaiar,cast a spell,Bandeira2017[366-412],
Angolar,baˈli,vɐˈʀeɾ,ba.ˈli,vɐ.ˈʀeɾ,ba,vɐ,2,2,1,1,Initial,Initial,0,ˈli,0,ˈʀeɾ,,varrer,sweep,Bandeira2017[366-412],
Angolar,baˈli,vɐˈʀeɾ,ba.ˈli,vɐ.ˈʀeɾ,ˈli,ˈʀeɾ,2,2,2,2,Final,Final,ba,2,vɐ,2,,varrer,sweep,Bandeira2017[366-412],
Angolar,ˈbe,ˈveɾ,ˈbe,ˈveɾ,ˈbe,ˈveɾ,1,1,1,1,Final,Final,0,1,0,1,,ver,see,Bandeira2017[366-412],
Angolar,ˈbi,ˈviɾ,ˈbi,ˈviɾ,ˈbi,ˈviɾ,1,1,1,1,Final,Final,0,1,0,1,,vir,come,Bandeira2017[366-412],
Angolar,biˈsi,vɨʃˈtiɾ,bi.ˈsi,vɨʃ.ˈtiɾ,bi,vɨʃ,2,2,1,1,Initial,Initial,0,ˈsi,0,ˈtiɾ,,vestir,get dressed,Bandeira2017[366-412],
Angolar,biˈsi,vɨʃˈtiɾ,bi.ˈsi,vɨʃ.ˈtiɾ,ˈsi,ˈtiɾ,2,2,2,2,Final,Final,bi,2,vɨʃ,2,,vestir,get dressed,Bandeira2017[366-412],
Angolar,ˈfa,fɐˈlaɾ,ˈfa,fɐ.ˈlaɾ,ˈfa,fɐ,1,2,1,1,Final,Initial,0,-,0,ˈlaɾ,,falar,say,Bandeira2017[366-412],
Angolar,ˈfa,fɐˈlaɾ,ˈfa,fɐ.ˈlaɾ,-,ˈlaɾ,1,2,-,2,-,Final,ˈfa,-,fɐ,2,,falar,say,Bandeira2017[366-412],
Angolar,faˈta,falˈtaɾ,fa.ˈta,fal.ˈtaɾ,fa,fal,2,2,1,1,Initial,Initial,0,ˈta,0,ˈtaɾ,,faltar,miss,Bandeira2017[366-412],
Angolar,faˈta,falˈtaɾ,fa.ˈta,fal.ˈtaɾ,ˈta,ˈtaɾ,2,2,2,2,Final,Final,fa,2,fal,2,,faltar,miss,Bandeira2017[366-412],
Angolar,ˈũfwa,fɨˈdeɾ,ˈũ.fwa,fɨˈ.deɾ,,,2,2,,,#N/A,#N/A,0,,0,,,feder,stink,Bandeira2017[366-412],Not of Portuguese origin
Angolar,fiˈka,fiˈkaɾ,fi.ˈka,fi.ˈkaɾ,fi,fi,2,2,1,1,Initial,Initial,0,ˈka,0,ˈkaɾ,,ficar,stay,Bandeira2017[366-412],
Angolar,fiˈka,fiˈkaɾ,fi.ˈka,fi.ˈkaɾ,ˈka,ˈkaɾ,2,2,2,2,Final,Final,fi,2,fi,2,,ficar,stay,Bandeira2017[366-412],
Angolar,fɔˈga,fɔlˈgaɾ,fɔ.ˈga,fɔl.ˈgaɾ,fɔ,fɔl,2,2,1,1,Initial,Initial,0,ˈga,0,ˈgaɾ,,folgar,play,Bandeira2017[366-412],
Angolar,fɔˈga,fɔlˈgaɾ,fɔ.ˈga,fɔl.ˈgaɾ,ˈga,ˈgaɾ,2,2,2,2,Final,Final,fɔ,2,fɔl,2,,folgar,play,Bandeira2017[366-412],
Angolar,goˈgo,guʃˈtaɾ,go.ˈgo,guʃ.ˈtaɾ,go,guʃ,2,2,1,1,Initial,Initial,0,ˈgo,0,ˈtaɾ,,gostar,like,Bandeira2017[366-412],Ideophone
Angolar,goˈgo,guʃˈtaɾ,go.ˈgo,guʃ.ˈtaɾ,ˈgo,ˈtaɾ,2,2,2,2,Final,Final,go,2,guʃ,2,,gostar,like,Bandeira2017[366-412],Ideophone
Angolar,kaˈta,kɐ̃ˈtaɾ,ka.ˈta,kɐ̃.ˈtaɾ,ka,kɐ̃,2,2,1,1,Initial,Initial,0,ˈta,0,ˈtaɾ,,cantar,sing,Bandeira2017[366-412],
Angolar,kaˈta,kɐ̃ˈtaɾ,ka.ˈta,kɐ̃.ˈtaɾ,ˈta,ˈtaɾ,2,2,2,2,Final,Final,ka,2,kɐ̃,2,,cantar,sing,Bandeira2017[366-412],
Angolar,kaˈða,kɐˈzaɾ,ka.ˈða,kɐ.ˈzaɾ,ka,kɐ,2,2,1,1,Initial,Initial,0,ˈða,0,ˈzaɾ,,casar,marry,Bandeira2017[366-412],
Angolar,kaˈða,kɐˈzaɾ,ka.ˈða,kɐ.ˈzaɾ,ˈða,ˈzaɾ,2,2,2,2,Final,Final,ka,2,kɐ,2,,casar,marry,Bandeira2017[366-412],
Angolar,keˈle,ˈkɾeɾ,ke.ˈle,ˈkɾeɾ,ke,ˈkɾeɾ,2,1,1,1,Initial,Final,0,ˈle,0,-,,crer,believe,Bandeira2017[366-412],
Angolar,keˈle,ˈkɾeɾ,ke.ˈle,ˈkɾeɾ,ˈle,-,2,1,2,-,Final,-,ke,2,ˈkɾeɾ,-,,crer,believe,Bandeira2017[366-412],
Angolar,kɛˈma,kejˈmaɾ,kɛ.ˈma,kej.ˈmaɾ,kɛ,kej,2,2,1,1,Initial,Initial,0,ˈma,0,ˈmaɾ,,queimar,burn,Bandeira2017[366-412],
Angolar,kɛˈma,kejˈmaɾ,kɛ.ˈma,kej.ˈmaɾ,ˈma,ˈmaɾ,2,2,2,2,Final,Final,kɛ,2,kej,2,,queimar,burn,Bandeira2017[366-412],
Angolar,ˈkje,kɐˈiɾ,ˈkje,kɐ.ˈiɾ,ˈkje,kɐ,1,2,1,1,Final,Initial,0,-,0,ˈiɾ,,cair,fall,Bandeira2017[366-412],
Angolar,ˈkje,kɐˈiɾ,ˈkje,kɐ.ˈiɾ,-,ˈiɾ,1,2,-,2,-,Final,ˈkje,-,kɐ,2,,cair,fall,Bandeira2017[366-412],
Angolar,keˈse,kɾɨʃˈseɾ,ke.ˈse,kɾɨʃ.ˈseɾ,ke,kɾɨʃ,2,2,1,1,Initial,Initial,0,ˈse,0,ˈseɾ,,crescer,grow,Bandeira2017[366-412],
Angolar,keˈse,kɾɨʃˈseɾ,ke.ˈse,kɾɨʃ.ˈseɾ,ˈse,ˈseɾ,2,2,2,2,Final,Final,ke,2,kɾɨʃ,2,,crescer,grow,Bandeira2017[366-412],
Angolar,kuˈje,kuˈʎeɾ,ku.ˈje,ku.ˈʎeɾ,ku,ku,2,2,1,1,Initial,Initial,0,ˈje,0,ˈʎeɾ,,colher,harvest,Bandeira2017[366-412],
Angolar,kuˈje,kuˈʎeɾ,ku.ˈje,ku.ˈʎeɾ,ˈje,ˈʎeɾ,2,2,2,2,Final,Final,ku,2,ku,2,,colher,harvest,Bandeira2017[366-412],
Angolar,koˈle,kuʀeɾ,ko.ˈle,ku.ʀeɾ,ko,ku,2,2,1,1,Initial,Initial,0,ˈle,0,ʀeɾ,,correr,to run,Bandeira2017[366-412],
Angolar,koˈle,kuʀeɾ,ko.ˈle,ku.ʀeɾ,ˈle,ʀeɾ,2,2,2,2,Final,Final,ko,2,ku,2,,correr,to run,Bandeira2017[366-412],
Angolar,kɔˈta,kuɾˈtaɾ,kɔ.ˈta,kuɾ.ˈtaɾ,kɔ,kuɾ,2,2,1,1,Initial,Initial,0,ˈta,0,ˈtaɾ,,cortar,cut,Bandeira2017[366-412],
Angolar,kɔˈta,kuɾˈtaɾ,kɔ.ˈta,kuɾ.ˈtaɾ,ˈta,ˈtaɾ,2,2,2,2,Final,Final,kɔ,2,kuɾ,2,,cortar,cut,Bandeira2017[366-412],
Angolar,kɔˈθa,kuˈsaɾ,kɔ.ˈθa,ku.ˈsaɾ,kɔ,ku,2,2,1,1,Initial,Initial,0,ˈθa,0,ˈsaɾ,,coçar,scratch,Bandeira2017[366-412],
Angolar,kɔˈθa,kuˈsaɾ,kɔ.ˈθa,ku.ˈsaɾ,ˈθa,ˈsaɾ,2,2,2,2,Final,Final,kɔ,2,ku,2,,coçar,scratch,Bandeira2017[366-412],
Angolar,koˈðe,kuˈzeɾ,ko.ˈðe,ku.ˈzeɾ,ko,ku,2,2,1,1,Initial,Initial,0,ˈðe,0,ˈzeɾ,,coser,sew,Bandeira2017[366-412],
Angolar,koˈðe,kuˈzeɾ,ko.ˈðe,ku.ˈzeɾ,ˈðe,ˈzeɾ,2,2,2,2,Final,Final,ko,2,ku,2,,coser,sew,Bandeira2017[366-412],
Angolar,ˈmɛ,kuˈmeɾ,ˈmɛ,ku.ˈmeɾ,ˈmɛ,ku,1,2,1,1,Final,Initial,0,-,0,ˈmeɾ,,comer,to eat,Bandeira2017[366-412],
Angolar,ˈmɛ,kuˈmeɾ,ˈmɛ,ku.ˈmeɾ,-,ˈmeɾ,1,2,-,2,-,Final,ˈmɛ,-,ku,2,,comer,to eat,Bandeira2017[366-412],
Angolar,kuˈzi,kuˈzeɾ,ku.ˈzi,ku.ˈzeɾ,ku,ku,2,2,1,1,Initial,Initial,0,ˈzi,0,ˈzeɾ,,cozer,cook,Bandeira2017[366-412],
Angolar,kuˈzi,kuˈzeɾ,ku.ˈzi,ku.ˈzeɾ,ˈzi,ˈzeɾ,2,2,2,2,Final,Final,ku,2,ku,2,,cozer,cook,Bandeira2017[366-412],
Angolar,kuˈbi,kuˈbɾiɾ,ku.ˈbi,ku.ˈbɾiɾ,ku,ku,2,2,1,1,Initial,Initial,0,ˈbi,0,ˈbɾiɾ,,cobrir,cover,Bandeira2017[366-412],
Angolar,kuˈbi,kuˈbɾiɾ,ku.ˈbi,ku.ˈbɾiɾ,ˈbi,ˈbɾiɾ,2,2,2,2,Final,Final,ku,2,ku,2,,cobrir,cover,Bandeira2017[366-412],
Angolar,kuˈda,kujˈdaɾ,ku.ˈda,kuj.ˈdaɾ,ku,kuj,2,2,1,1,Initial,Initial,0,ˈda,0,ˈdaɾ,,cuidar,care,Bandeira2017[366-412],
Angolar,kuˈda,kujˈdaɾ,ku.ˈda,kuj.ˈdaɾ,ˈda,ˈdaɾ,2,2,2,2,Final,Final,ku,2,kuj,2,,cuidar,care,Bandeira2017[366-412],
Angolar,kuˈpa,kulˈpaɾ,ku.ˈpa,kul.ˈpaɾ,ku,kul,2,2,1,1,Initial,Initial,0,ˈpa,0,ˈpaɾ,,culpar,to blame,Bandeira2017[366-412],
Angolar,kuˈpa,kulˈpaɾ,ku.ˈpa,kul.ˈpaɾ,ˈpa,ˈpaɾ,2,2,2,2,Final,Final,ku,2,kul,2,,culpar,to blame,Bandeira2017[366-412],
Angolar,kuˈpi,kuʃˈpiɾ,ku.ˈpi,kuʃ.ˈpiɾ,ku,kuʃ,2,2,1,1,Initial,Initial,0,ˈpi,0,ˈpiɾ,,cuspir,spit,Bandeira2017[366-412],
Angolar,kuˈpi,kuʃˈpiɾ,ku.ˈpi,kuʃ.ˈpiɾ,ˈpi,ˈpiɾ,2,2,2,2,Final,Final,ku,2,kuʃ,2,,cuspir,spit,Bandeira2017[366-412],
Angolar,kuˈla,kuˈɾaɾ,ku.ˈla,ku.ˈɾaɾ,ku,ku,2,2,1,1,Initial,Initial,0,ˈla,0,ˈɾaɾ,,curar,heal,Bandeira2017[366-412],
Angolar,kuˈla,kuˈɾaɾ,ku.ˈla,ku.ˈɾaɾ,ˈla,ˈɾaɾ,2,2,2,2,Final,Final,ku,2,ku,2,,curar,heal,Bandeira2017[366-412],
Angolar,laˈba,lɐˈvaɾ,la.ˈba,lɐ.ˈvaɾ,la,lɐ,2,2,1,1,Initial,Initial,0,ˈba,0,ˈvaɾ,,lavar,wash,Bandeira2017[366-412],
Angolar,laˈba,lɐˈvaɾ,la.ˈba,lɐ.ˈvaɾ,ˈba,ˈvaɾ,2,2,2,2,Final,Final,la,2,lɐ,2,,lavar,wash,Bandeira2017[366-412],
Angolar,laˈta,lɨvɐ̃ˈtaɾ,la.ˈta,lɨ.vɐ̃.ˈtaɾ,la,lɨ,2,3,1,1,Initial,Initial,0,-,0,vɐ̃,,levantar,get up,Bandeira2017[366-412],
Angolar,laˈta,lɨvɐ̃ˈtaɾ,la.ˈta,lɨ.vɐ̃.ˈtaɾ,-,vɐ̃,2,3,-,2,-,Medial,la,ˈta,lɨ,ˈtaɾ,,levantar,get up,Bandeira2017[366-412],
Angolar,laˈta,lɨvɐ̃ˈtaɾ,la.ˈta,lɨ.vɐ̃.ˈtaɾ,ˈta,ˈtaɾ,2,3,2,3,Final,Final,-,2,vɐ̃,3,,levantar,get up,Bandeira2017[366-412],
Angolar,lɔˈlɔ,lɐ̃ˈbeɾ,lɔ.ˈlɔ,lɐ̃.ˈbeɾ,lɔ,lɐ̃,2,2,1,1,Initial,Initial,0,ˈlɔ,0,ˈbeɾ,,lamber,lick,Bandeira2017[366-412],
Angolar,lɔˈlɔ,lɐ̃ˈbeɾ,lɔ.ˈlɔ,lɐ̃.ˈbeɾ,ˈlɔ,ˈbeɾ,2,2,2,2,Final,Final,lɔ,2,lɐ̃,2,,lamber,lick,Bandeira2017[366-412],
Angolar,luˈzi,luˈziɾ,lu.ˈzi,lu.ˈziɾ,lu,lu,2,2,1,1,Initial,Initial,0,ˈzi,0,ˈziɾ,,luzir,shine,Bandeira2017[366-412],
Angolar,luˈzi,luˈziɾ,luˈzi,lu.ˈziɾ,ˈzi,ˈziɾ,1,2,2,2,Medial,Final,lu,2,lu,2,,luzir,shine,Bandeira2017[366-412],
Angolar,ŋgãˈɲa,gɐˈɲaɾ,ŋ.gã.ˈɲa,gɐ.ˈɲaɾ,ŋ,-,3,2,1,-,Initial,-,0,gã,0,gɐ,,ganhar,to earn,Bandeira2017[366-412],
Angolar,ŋgãˈɲa,gɐˈɲaɾ,ŋ.gã.ˈɲa,gɐ.ˈɲaɾ,gã,gɐ,3,2,2,1,Medial,Initial,ŋ,ˈɲa,-,ˈɲaɾ,,ganhar,to earn,Bandeira2017[366-412],
Angolar,ŋgãˈɲa,gɐˈɲaɾ,ŋ.gã.ˈɲa,gɐ.ˈɲaɾ,ˈɲa,ˈɲaɾ,3,2,3,2,Final,Final,gã,3,gɐ,2,,ganhar,to earn,Bandeira2017[366-412],
Angolar,ŋgumiˈta,vumiˈtaɾ,ŋgu.mi.ˈta,vu.mi.ˈtaɾ,ŋgu,vu,3,3,1,1,Initial,Initial,0,mi,0,mi,,vomitar,to throw up,Bandeira2017[366-412],
Angolar,ŋgumiˈta,vumiˈtaɾ,ŋgu.mi.ˈta,vu.mi.ˈtaɾ,mi,mi,3,3,2,2,Medial,Medial,ŋgu,ˈta,vu,ˈtaɾ,,vomitar,to throw up,Bandeira2017[366-412],
Angolar,ŋgumiˈta,vumiˈtaɾ,ŋgu.mi.ˈta,vu.mi.ˈtaɾ,ˈta,ˈtaɾ,3,3,3,3,Final,Final,mi,3,mi,3,,vomitar,to throw up,Bandeira2017[366-412],
Angolar,θaˈga,salˈgaɾ,θa.ˈga,sal.ˈgaɾ,θa,sal,2,2,1,1,Initial,Initial,0,ˈga,0,ˈgaɾ,,salgar,salt,Bandeira2017[366-412],
Angolar,θaˈga,salˈgaɾ,θa.ˈga,sal.ˈgaɾ,ˈga,ˈgaɾ,2,2,2,2,Final,Final,θa,2,sal,2,,salgar,salt,Bandeira2017[366-412],
Angolar,θaˈta,salˈtaɾ,θa.ˈta,sal.ˈtaɾ,θa,sal,2,2,1,1,Initial,Initial,0,ˈta,0,ˈtaɾ,,saltar,jump,Bandeira2017[366-412],
Angolar,θaˈta,salˈtaɾ,θa.ˈta,sal.ˈtaɾ,ˈta,ˈtaɾ,2,2,2,2,Final,Final,θa,2,sal,2,,saltar,jump,Bandeira2017[366-412],
Angolar,θaˈva,salˈvaɾ,θa.ˈva,sal.ˈvaɾ,θa,sal,2,2,1,1,Initial,Initial,0,ˈva,0,ˈvaɾ,,salvar,save,Bandeira2017[366-412],
Angolar,θaˈva,salˈvaɾ,θa.ˈva,sal.ˈvaɾ,ˈva,ˈvaɾ,2,2,2,2,Final,Final,θa,2,sal,2,,salvar,save,Bandeira2017[366-412],
Angolar,θaˈma,t̠ʃɐˈmaɾ,θa.ˈma,t̠ʃɐ.ˈmaɾ,θa,t̠ʃɐ,2,2,1,1,Initial,Initial,0,ˈma,0,ˈmaɾ,,chamar,call,Bandeira2017[366-412],
Angolar,θaˈma,t̠ʃɐˈmaɾ,θa.ˈma,t̠ʃɐ.ˈmaɾ,ˈma,ˈmaɾ,2,2,2,2,Final,Final,θa,2,t̠ʃɐ,2,,chamar,call,Bandeira2017[366-412],
Angolar,θeˈgwa,sɨɡuˈɾaɾ,θe.ˈgwa,sɨ.ɡu.ˈɾaɾ,θe,sɨ,2,3,1,1,Initial,Initial,0,ˈgwa,0,ɡu,,segurar,hold,Bandeira2017[366-412],
Angolar,θeˈgwa,sɨɡuˈɾaɾ,θe.ˈgwa,sɨ.ɡu.ˈɾaɾ,ˈgwa,ɡu,2,3,2,2,Final,Medial,θe,-,sɨ,ˈɾaɾ,,segurar,hold,Bandeira2017[366-412],
Angolar,θeˈgwa,sɨɡuˈɾaɾ,θe.ˈgwa,sɨ.ɡu.ˈɾaɾ,-,ˈɾaɾ,2,3,-,3,-,Final,ˈgwa,-,ɡu,3,,segurar,hold,Bandeira2017[366-412],
Angolar,θɛˈla,ʃejˈɾaɾ,θɛ.ˈla,ʃej.ˈɾaɾ,θɛ,ʃej,2,2,1,1,Initial,Initial,0,ˈla,0,ˈɾaɾ,,cheirar,smell,Bandeira2017[366-412],
Angolar,θɛˈla,ʃejˈɾaɾ,θɛ.ˈla,ʃej.ˈɾaɾ,ˈla,ˈɾaɾ,2,2,2,2,Final,Final,θɛ,2,ʃej,2,,cheirar,smell,Bandeira2017[366-412],
Angolar,siˈga,ʃɨˈɡaɾ,si.ˈga,ʃɨ.ˈɡaɾ,si,ʃɨ,2,2,1,1,Initial,Initial,0,ˈga,0,ˈɡaɾ,,chegar,arrive,Bandeira2017[366-412],
Angolar,siˈga,ʃɨˈɡaɾ,si.ˈga,ʃɨ.ˈɡaɾ,ˈga,ˈɡaɾ,2,2,2,2,Final,Final,si,2,ʃɨ,2,,chegar,arrive,Bandeira2017[366-412],
Angolar,siˈmja,sɨmiˈaɾ,si.ˈmj.a,sɨ.mi.ˈaɾ,si,sɨ,3,3,1,1,Initial,Initial,0,ˈmj,0,mi,,semear,plant,Bandeira2017[366-412],
Angolar,siˈmja,sɨmiˈaɾ,si.ˈmj.a,sɨ.mi.ˈaɾ,ˈmj,mi,3,3,2,2,Medial,Medial,si,a,sɨ,ˈaɾ,,semear,plant,Bandeira2017[366-412],
Angolar,siˈmja,sɨmiˈaɾ,si.ˈmj.a,sɨ.mi.ˈaɾ,a,ˈaɾ,3,3,3,3,Final,Final,ˈmj,3,mi,3,,semear,plant,Bandeira2017[366-412],
Angolar,θuˈa,ʃuˈɾaɾ,θu.ˈa,ʃu.ˈɾaɾ,θu,ʃu,2,2,1,1,Initial,Initial,0,ˈa,0,ˈɾaɾ,,chorar,cry,Bandeira2017[366-412],
Angolar,θuˈa,ʃuˈɾaɾ,θu.ˈa,ʃu.ˈɾaɾ,ˈa,ˈɾaɾ,2,2,2,2,Final,Final,θu,2,ʃu,2,,chorar,cry,Bandeira2017[366-412],
Angolar,θɔˈpa,suˈpɾaɾ,θɔ.ˈpa,su.ˈpɾaɾ,θɔ,su,2,2,1,1,Initial,Initial,0,ˈpa,0,ˈpɾaɾ,,soprar,to blow,Bandeira2017[366-412],
Angolar,θɔˈpa,suˈpɾaɾ,θɔ.ˈpa,su.ˈpɾaɾ,ˈpa,ˈpɾaɾ,2,2,2,2,Final,Final,θɔ,2,su,2,,soprar,to blow,Bandeira2017[366-412],
Angolar,θuˈbi,suˈbiɾ,θu.ˈbi,su.ˈbiɾ,θu,su,2,2,1,1,Initial,Initial,0,ˈbi,0,ˈbiɾ,,subir,move up,Bandeira2017[366-412],
Angolar,θuˈbi,suˈbiɾ,θu.ˈbi,su.ˈbiɾ,ˈbi,ˈbiɾ,2,2,2,2,Final,Final,θu,2,su,2,,subir,move up,Bandeira2017[366-412],
Angolar,θuˈpa,ʃuˈpaɾ,θu.ˈpa,ʃu.ˈpaɾ,θu,ʃu,2,2,1,1,Initial,Initial,0,ˈpa,0,ˈpaɾ,,chupar,suck,Bandeira2017[366-412],
Angolar,θuˈpa,ʃuˈpaɾ,θu.ˈpa,ʃu.ˈpaɾ,ˈpa,ˈpaɾ,2,2,2,2,Final,Final,θu,2,ʃu,2,,chupar,suck,Bandeira2017[366-412],
Angolar,θuˈa,suˈaɾ,θu.ˈa,su.ˈaɾ,θu,su,2,2,1,1,Initial,Initial,0,ˈa,0,ˈaɾ,,suar,sweat,Bandeira2017[366-412],
Angolar,θuˈa,suˈaɾ,θu.ˈa,su.ˈaɾ,ˈa,ˈaɾ,2,2,2,2,Final,Final,θu,2,su,2,,suar,sweat,Bandeira2017[366-412],
Angolar,foˈmĩgɐ,fuɾˈmigɐ,fo.ˈmĩ.gɐ,fuɾ.ˈmi.gɐ,fo,fuɾ,3,3,1,1,Initial,Initial,0,mĩ,0,ˈmi,,formiga,ant,Bandeira2017[366-412],
Angolar,foˈmĩgɐ,fuɾˈmigɐ,fo.ˈmĩ.gɐ,fuɾ.ˈmi.gɐ,mĩ,ˈmi,3,3,2,2,Medial,Medial,fo,gɐ,fuɾ,gɐ,,formiga,ant,Bandeira2017[366-412],
Angolar,foˈmĩgɐ,fuɾˈmigɐ,fo.ˈmĩ.gɐ,fuɾ.ˈmi.gɐ,gɐ,gɐ,3,3,3,3,Final,Final,mĩ,3,ˈmi,3,,formiga,ant,Bandeira2017[366-412],
Angolar,viˈzjɐ̃,viˈziɲu,vi.ˈzj.ɐ̃,vi.ˈzi.ɲu,ɐ̃,vi,3,3,1,1,Initial,Initial,0,ˈzj,0,ˈzi,,vizinho,neighbor,Bandeira2017[366-412],
Angolar,viˈzjɐ̃,viˈziɲu,vi.ˈzj.ɐ̃,vi.ˈzi.ɲu,ˈzj,ˈzi,3,3,2,2,Medial,Medial,ɐ̃,ɐ̃,vi,ɲu,,vizinho,neighbor,Bandeira2017[366-412],
Angolar,viˈzjɐ̃,viˈziɲu,vi.ˈzj.ɐ̃,vi.ˈzi.ɲu,ɐ̃,ɲu,3,3,3,3,Final,Final,ˈzj,3,ˈzi,3,,vizinho,neighbor,Bandeira2017[366-412],
Angolar,bɔˈdɔ,ˈbɔɾdɐ,bɔ.ˈdɔ,ˈbɔɾ.dɐ,bɔ,bɔɾ,2,2,1,1,Initial,Initial,0,ˈdɔ,0,dɐ,,borda,pier,Bandeira2017[366-412],
Angolar,bɔˈdɔ,ˈbɔɾdɐ,bɔ.ˈdɔ,bɔɾ.dɐ,ˈdɔ,dɐ,2,1,2,2,Final,Medial,bɔ,2,bɔɾ,2,,borda,pier,Bandeira2017[366-412],
Angolar,ˈfɛlɐ,ˈfejɾɐ,ˈfɛ.lɐ,ˈfej.ɾɐ,ˈfɛ,ˈfej,2,2,1,1,Initial,Initial,0,lɐ,0,ɾɐ,,feira,market,Bandeira2017[366-412],
Angolar,ˈfɛlɐ,ˈfejɾɐ,ˈfɛ.lɐ,ˈfej.ɾɐ,lɐ,ɾɐ,2,2,2,2,Final,Final,ˈfɛ,2,ˈfej,2,,feira,market,Bandeira2017[366-412],
Angolar,ˈŋge:ðɐ,iˈgɾɐjʒɐ,ˈŋ.ge:.ðɐ,i.ˈgɾɐj.ʒɐ,ˈŋ,-,3,3,1,1,Initial,Initial,0,-,0,i,,igreja,church,Bandeira2017[366-412],
Angolar,ˈŋge:ðɐ,iˈgɾɐjʒɐ,ˈŋ.ge:.ðɐ,i.ˈgɾɐj.ʒɐ,-,i,3,3,1,1,Initial,Initial,ˈŋ,ge:,-,ˈgɾɐj,,igreja,church,Bandeira2017[366-412],
Angolar,ˈŋge:ðɐ,iˈgɾɐjʒɐ,ˈŋ.ge:.ðɐ,i.ˈgɾɐj.ʒɐ,ge:,ˈgɾɐj,3,3,-,2,-,Medial,-,ðɐ,i,ʒɐ,,igreja,church,Bandeira2017[366-412],
Angolar,ˈŋge:ðɐ,iˈgɾɐjʒɐ,ˈŋ.ge:.ðɐ,i.ˈgɾɐj.ʒɐ,ðɐ,ʒɐ,3,3,2,3,Medial,Final,ge:,2,ˈgɾɐj,3,,igreja,church,Bandeira2017[366-412],
Angolar,ˈkai,ˈkazɐ,ˈkai,ˈka.zɐ,ˈkai,ˈka,1,2,1,1,Final,Initial,0,-,0,zɐ,,casa,house,Bandeira2017[366-412],
Angolar,ˈkai,ˈkazɐ,ˈkai,ˈka.zɐ,-,zɐ,1,2,-,2,-,Final,ˈkai,-,ˈka,2,,casa,house,Bandeira2017[366-412],
