Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllable,TargetSyllable,SourceWordSyl,TargetWordSylLength,PositionSource,Position Target,Simple PositionSource,Simple PositionTarget,Previous source,Next source,Previous target,Next target,Process,TargetOrthography,Translation,Reference,Notes
Angolar,kuˈzja,kuˈziɲɐ,ku.ˈzj.a,ku.ˈzi.ɲɐ,ku,ku,3,3,1,1,Initial,Initial,0,ˈzj,0,ˈzi,,cozinha,kitchen,Bandeira2017[366-412],
Angolar,kuˈzja,kuˈziɲɐ,ku.ˈzj.a,ku.ˈzi.ɲɐ,ˈzj,ˈzi,3,3,2,2,Medial,Medial,ku,a,ku,ɲɐ,,cozinha,kitchen,Bandeira2017[366-412],
Angolar,kuˈzja,kuˈziɲɐ,ku.ˈzj.a,ku.ˈzi.ɲɐ,a,ɲɐ,3,3,3,3,Final,Final,ˈzj,3,ˈzi,3,,cozinha,kitchen,Bandeira2017[366-412],
Angolar,pɔˈθɔ,ˈpovu,pɔ.ˈθɔ,ˈpo.vu,pɔ,ˈpo,2,2,1,1,Initial,Initial,0,ˈθɔ,0,vu,,povo,city,Bandeira2017[366-412],
Angolar,pɔˈθɔ,ˈpovu,pɔ.ˈθɔ,ˈpo.vu,ˈθɔ,vu,2,2,2,2,Final,Final,pɔ,2,ˈpo,2,,povo,city,Bandeira2017[366-412],
Angolar,ˈpɔtɔŋ,puɾˈtɐ̃w,ˈpɔ.tɔŋ,puɾ.ˈtɐ̃w,ˈpɔ,puɾ,2,2,1,1,Initial,Initial,0,tɔŋ,0,ˈtɐ̃w,,portão,gate,Bandeira2017[366-412],
Angolar,ˈpɔtɔŋ,puɾˈtɐ̃w,ˈpɔ.tɔŋ,puɾ.ˈtɐ̃w,tɔŋ,ˈtɐ̃w,2,2,2,2,Final,Final,ˈpɔ,2,puɾ,2,,portão,gate,Bandeira2017[366-412],
Angolar,θɐ̃ˈðalɐ,sẽˈzalɐ,θɐ̃.ˈða.lɐ,sẽ.ˈza.lɐ,θɐ̃,sẽ,3,3,1,1,Initial,Initial,0,ˈða,0,ˈza,,senzala,slave quarters,Bandeira2017[366-412],
,θɐ̃ˈðalɐ,sẽˈzalɐ,θɐ̃.ˈða.lɐ,sẽ.ˈza.lɐ,ˈða,ˈza,3,3,2,2,Medial,Medial,θɐ̃,lɐ,sẽ,lɐ,,senzala,slave quarters,Bandeira2017[366-412],
Angolar,θɐ̃ˈðalɐ,sẽˈzalɐ,θɐ̃.ˈða.lɐ,sẽ.ˈza.lɐ,lɐ,lɐ,3,3,3,3,Final,Final,ˈða,3,ˈza,3,,senzala,slave quarters,Bandeira2017[366-412],
Angolar,ˈθũbu,ˈʃũbu,ˈθũ.bu,ˈʃũ.bu,ˈθũ,ˈʃũ,2,2,1,1,Initial,Initial,0,bu,0,bu,,chumbo,lead,Bandeira2017[366-412],
Angolar,ˈθũbu,ˈʃũbu,ˈθũ.bu,ˈʃũ.bu,bu,bu,2,2,2,2,Final,Final,ˈθũ,2,ˈʃũ,2,,chumbo,lead,Bandeira2017[366-412],
Angolar,fiˈo,ˈfɾiu,fi.ˈo,ˈfɾi.u,fi,ˈfɾi,2,2,1,1,Initial,Initial,0,ˈo,0,u,,frio,cold,Bandeira2017[366-412],
Angolar,fiˈo,ˈfɾiu,fi.ˈo,ˈfɾi.u,ˈo,u,2,2,2,2,Final,Final,fi,2,ˈfɾi,2,,frio,cold,Bandeira2017[366-412],
Angolar,kɐ̃ˈvɔ,kɐɾˈvɐ̃w̃,kɐ̃.ˈvɔ,kɐɾ.ˈvɐ̃w̃,kɐ̃,kɐɾ,2,2,1,1,Initial,Initial,0,ˈvɔ,0,ˈvɐ̃w̃,,carvão,coal,Bandeira2017[366-412],
Angolar,kɐ̃ˈvɔ,kɐɾˈvɐ̃w̃,kɐ̃.ˈvɔ,kɐɾ.ˈvɐ̃w̃,ˈvɔ,ˈvɐ̃w̃,2,2,2,2,Final,Final,kɐ̃,2,kɐɾ,2,,carvão,coal,Bandeira2017[366-412],
Angolar,ˈmbɔsi,ˈnuvɐ̃j,ˈm.bɔ.si,ˈnu.vɐ̃j,ˈm,ˈnu,3,2,1,1,Initial,Initial,0,bɔ,0,vɐ̃j,,nuvem,cloud,Bandeira2017[366-412],
Angolar,ˈmbɔsi,ˈnuvɐ̃j,ˈm.bɔ.si,ˈnu.vɐ̃j,bɔ,vɐ̃j,3,2,2,2,Medial,Final,ˈm,si,ˈnu,-,,nuvem,cloud,Bandeira2017[366-412],
Angolar,ˈmbɔsi,ˈnuvɐ̃j,ˈm.bɔ.si,ˈnu.vɐ̃j,si,-,3,2,3,-,Final,-,bɔ,3,vɐ̃j,-,,nuvem,cloud,Bandeira2017[366-412],
Angolar,niˈɲa,ˈleɲɐ,ni.ˈɲa,ˈle.ɲɐ,ni,ˈle,2,2,1,1,Initial,Initial,0,ˈɲa,0,ɲɐ,,lenha,wood,Bandeira2017[366-412],
Angolar,niˈɲa,ˈleɲɐ,ni.ˈɲa,ˈle.ɲɐ,ˈɲa,ɲɐ,2,2,2,2,Final,Final,ni,2,ˈle,2,,lenha,wood,Bandeira2017[366-412],
Angolar,miˈõgɐ,ˈmaɾ,mi.ˈõ.gɐ,ˈmaɾ,mi,ˈmaɾ,3,1,1,1,Initial,Final,0,ˈõ,0,-,,mar,sea,Bandeira2017[366-412],
Angolar,miˈõgɐ,ˈmaɾ,mi.ˈõ.gɐ,ˈmaɾ,ˈõ,-,3,1,2,-,Medial,-,mi,gɐ,ˈmaɾ,-,,mar,sea,Bandeira2017[366-412],
Angolar,miˈõgɐ,ˈmaɾ,mi.ˈõ.gɐ,ˈmaɾ,gɐ,-,3,1,3,-,Final,-,ˈõ,3,-,-,,mar,sea,Bandeira2017[366-412],
Angolar,ɔ̃ˈpɔ,ˈpɔ,ɔ̃.ˈpɔ,ˈpɔ,ɔ̃,ˈpɔ,2,1,1,1,Initial,Final,0,ˈpɔ,0,-,,pó,powder,Bandeira2017[366-412],
Angolar,ɔ̃ˈpɔ,ˈpɔ,ɔ̃.ˈpɔ,ˈpɔ,ˈpɔ,-,2,1,2,-,Final,-,ɔ̃,2,ˈpɔ,-,,pó,powder,Bandeira2017[366-412],
Angolar,oˈjo,ˈʁiu,o.ˈjo,ˈʁi.u,o,ˈʁi,2,2,1,1,Initial,Initial,0,ˈjo,0,.u,,rio,river,Bandeira2017[366-412],
Angolar,oˈjo,ˈʁiu,o.ˈjo,ˈʁi.u,ˈjo,.u,2,2,2,2,Final,Final,o,2,ˈʁi,2,,rio,river,Bandeira2017[366-412],
Angolar,ɔˈθɛ,ˈsɛw,ɔ.ˈθɛ,ˈsɛw,ɔ,ˈsɛw,2,1,1,1,Initial,Final,0,ˈθɛ,0,-,,céu,sky,Bandeira2017[366-412],
Angolar,ɔˈθɛ,ˈsɛw,ɔ.ˈθɛ,ˈsɛw,ˈθɛ,-,2,1,2,2,Final,Medial,ɔ,2,ˈsɛw,2,,céu,sky,Bandeira2017[366-412],
Angolar,ˈpiku,ˈpiku,ˈpi.ku,ˈpi.ku,ˈpi,ˈpi,2,2,1,1,Initial,Initial,0,ku,0,ku,,pico,peak,Bandeira2017[366-412],
Angolar,ˈpiku,ˈpiku,ˈpi.ku,ˈpi.ku,ku,ku,2,2,2,2,Final,Final,ˈpi,2,ˈpi,2,,pico,peak,Bandeira2017[366-412],
Angolar,laˈvwe,oɾˈvaʎu,la.ˈvw.e,oɾ.ˈva.ʎu,la,oɾ,3,3,1,1,Initial,Initial,0,ˈvw,0,ˈva,,orvalho,dew,Bandeira2017[366-412],
Angolar,laˈvwe,oɾˈvaʎu,la.ˈvw.e,oɾ.ˈva.ʎu,ˈvw,ˈva,3,3,2,2,Medial,Medial,la,e,oɾ,ʎu,,orvalho,dew,Bandeira2017[366-412],
Angolar,laˈvwe,oɾˈvaʎu,la.ˈvw.e,oɾ.ˈva.ʎu,e,ʎu,3,3,3,3,Final,Final,ˈvw,3,ˈva,3,,orvalho,dew,Bandeira2017[366-412],
Angolar,ˈθɔlɔ,ˈsɔl,ˈθɔ.lɔ,ˈsɔl,ˈθɔ,ˈsɔl,2,1,1,1,Initial,Final,0,lɔ,0,-,,sol,sun,Bandeira2017[366-412],
Angolar,ˈθɔlɔ,ˈsɔl,ˈθɔ.lɔ,ˈsɔl,lɔ,-,2,1,2,-,Final,-,ˈθɔ,2,ˈsɔl,-,,sol,sun,Bandeira2017[366-412],
Angolar,teˈtẽbu,ʃ.ˈtɾe.ɫɐ,te.ˈtẽ.bu,ʃ.ˈtɾe.ɫɐ,te,ʃ,3,1,1,1,Initial,Final,0,ˈtẽ,0,ˈtɾe,,estrela,star,Bandeira2017[366-412],
Angolar,teˈtẽbu,ʃ.ˈtɾe.ɫɐ,te.ˈtẽ.bu,ʃ.ˈtɾe.ɫɐ,ˈtẽ,ˈtɾe,3,1,2,2,Medial,Medial,te,bu,ʃ,ɫɐ,,estrela,star,Bandeira2017[366-412],
Angolar,teˈtẽbu,ʃ.ˈtɾe.ɫɐ,te.ˈtẽ.bu,ʃ.ˈtɾe.ɫɐ,bu,ɫɐ,3,1,3,3,Final,Medial,ˈtẽ,3,ˈtɾe,3,,estrela,star,Bandeira2017[366-412],
Angolar,ˈθubɐ,ˈʃuvɐ,ˈθu.bɐ,ˈʃu.vɐ,ˈθu,ˈʃu,2,2,1,1,Initial,Initial,0,bɐ,0,vɐ,,chuva,rain,Bandeira2017[366-412],
Angolar,ˈθubɐ,ˈʃuvɐ,ˈθu.bɐ,ˈʃu.vɐ,bɐ,vɐ,2,2,2,2,Final,Final,ˈθu,2,ˈʃu,2,,chuva,rain,Bandeira2017[366-412],
Angolar,ˈt̠ʃja,ˈteʁɐ,ˈt̠ʃja,ˈte.ʁɐ,ˈt̠ʃja,ˈte,1,2,1,1,Final,Initial,0,-,0,ʁɐ,,terra,earth,Bandeira2017[366-412],
Angolar,ˈt̠ʃja,ˈteʁɐ,ˈt̠ʃja,ˈte.ʁɐ,-,ʁɐ,1,2,-,2,-,Final,ˈt̠ʃja,-,ˈte,2,,terra,earth,Bandeira2017[366-412],
Angolar,toˈvadɐ,tɾuvuˈadɐ,to.ˈva.dɐ,tɾu.vu.ˈa.dɐ,to,tɾu,3,4,1,1,Initial,Initial,0,ˈva,0,vu,,trovoada,thunderstorm,Bandeira2017[366-412],
Angolar,toˈvadɐ,tɾuvuˈadɐ,to.ˈva.dɐ,tɾu.vu.ˈa.dɐ,ˈva,vu,3,4,2,2,Medial,Medial,to,dɐ,tɾu,ˈa,,trovoada,thunderstorm,Bandeira2017[366-412],
Angolar,toˈvadɐ,tɾuvuˈadɐ,to.ˈva.dɐ,tɾu.vu.ˈa.dɐ,dɐ,ˈa,3,4,3,3,Final,Medial,ˈva,-,vu,dɐ,,trovoada,thunderstorm,Bandeira2017[366-412],
Angolar,toˈvadɐ,tɾuvuˈadɐ,to.ˈva.dɐ,tɾu.vu.ˈa.dɐ,-,dɐ,3,4,-,4,-,Final,dɐ,-,ˈa,4,,trovoada,thunderstorm,Bandeira2017[366-412],
Angolar,ˈvɛ̃tu,ˈvẽtu,ˈvɛ̃.tu,ˈvẽ.tu,ˈvɛ̃,ˈvẽ,2,2,1,1,Initial,Initial,0,tu,0,tu,,vento,wind,Bandeira2017[366-412],
Angolar,ˈvɛ̃tu,ˈvẽtu,ˈvɛ̃.tu,ˈvẽ.tu,tu,tu,2,2,2,2,Final,Final,ˈvɛ̃,2,ˈvẽ,2,,vento,wind,Bandeira2017[366-412],
Angolar,aˈle,ʁej,a.ˈle,ʁej,aˈ,-,2,1,1,1,Initial,Final,0,ˈle,0,ʁej,,rei,king,Bandeira2017[366-412],
Angolar,aˈle,ʁej,a.ˈle,ʁej,ˈle,ʁej,2,1,2,-,Final,-,aˈ,2,-,-,,rei,king,Bandeira2017[366-412],
Angolar,doˈtolo,doˈtoɾ,do.ˈto.lo,do.ˈtoɾ,do,do,3,2,1,1,Initial,Initial,0,ˈto,0,ˈtoɾ,,doutor,doctor,Bandeira2017[366-412],
Angolar,doˈtolo,doˈtoɾ,do.ˈto.lo,do.ˈtoɾ,ˈto,ˈtoɾ,3,2,2,2,Medial,Final,do,lo,do,-,,doutor,doctor,Bandeira2017[366-412],
Angolar,doˈtolo,doˈtoɾ,do.ˈto.lo,do.ˈtoɾ,lo,-,3,2,3,3,Final,Medial,ˈto,3,ˈtoɾ,3,,doutor,doctor,Bandeira2017[366-412],
Angolar,kapiˈtelu,kɐɾpĩˈtejɾu,ka.pi.ˈte.lu,kɐɾ.pĩ.ˈtej.ɾu,ka,kɐɾ,4,4,1,1,Initial,Initial,0,pi,0,pĩ,,carpinteiro,carpenter,Bandeira2017[366-412],
Angolar,kapiˈtelu,kɐɾpĩˈtejɾu,ka.pi.ˈte.lu,kɐɾ.pĩ.ˈtej.ɾu,pi,pĩ,4,4,2,2,Medial,Medial,ka,ˈte,kɐɾ,ˈtej,,carpinteiro,carpenter,Bandeira2017[366-412],
Angolar,kapiˈtelu,kɐɾpĩˈtejɾu,ka.pi.ˈte.lu,kɐɾ.pĩ.ˈtej.ɾu,ˈte,ˈtej,4,4,3,3,Medial,Medial,pi,lu,pĩ,ɾu,,carpinteiro,carpenter,Bandeira2017[366-412],
Angolar,kapiˈtelu,kɐɾpĩˈtejɾu,ka.pi.ˈte.lu,kɐɾ.pĩ.ˈtej.ɾu,lu,ɾu,4,4,4,4,Final,Final,ˈte,4,ˈtej,4,,carpinteiro,carpenter,Bandeira2017[366-412],
Angolar,pisikaˈdo,pɨʃkɐˈdoɾ,pi.si.ka.ˈdo,pɨʃ.kɐ.ˈdoɾ,pi,pɨʃ,4,3,1,1,Initial,Initial,0,si.,0,kɐ,,pescador,fisherman,Bandeira2017[366-412],
Angolar,pisikaˈdo,pɨʃkɐˈdoɾ,pi.si.ka.ˈdo,pɨʃ.kɐ.ˈdoɾ,si.,kɐ,4,3,2,2,Medial,Medial,pi,ka,pɨʃ,ˈdoɾ,,pescador,fisherman,Bandeira2017[366-412],
Angolar,pisikaˈdo,pɨʃkɐˈdoɾ,pi.si.ka.ˈdo,pɨʃ.kɐ.ˈdoɾ,ka,ˈdoɾ,4,3,3,3,Medial,Final,si.,ˈdo,kɐ,-,,pescador,fisherman,Bandeira2017[366-412],
Angolar,pisikaˈdo,pɨʃkɐˈdoɾ,pi.si.ka.ˈdo,pɨʃ.kɐ.ˈdoɾ,ˈdo,-,4,3,4,-,Final,-,ka,4,ˈdoɾ,-,,pescador,fisherman,Bandeira2017[366-412],
Angolar,ˈlɛ̃ɲɐ,ʁɐˈiɲɐ,ˈlɛ̃.ɲɐ,ʁɐ.ˈi.ɲɐ,ˈlɛ̃,ʁɐ,2,3,1,1,Initial,Initial,0,-,0,ˈi,,rainha,queen,Bandeira2017[366-412],
Angolar,ˈlɛ̃ɲɐ,ʁɐˈiɲɐ,ˈlɛ̃.ɲɐ,ʁɐ.ˈi.ɲɐ,-,ˈi,2,3,-,2,-,Medial,ˈlɛ̃,ɲɐ,ʁɐ,ɲɐ,,rainha,queen,Bandeira2017[366-412],
Angolar,ˈlɛ̃ɲɐ,ʁɐˈiɲɐ,ˈlɛ̃.ɲɐ,ʁɐ.ˈi.ɲɐ,ɲɐ,ɲɐ,2,3,2,3,Final,Final,-,2,ˈi,3,,rainha,queen,Bandeira2017[366-412],
Angolar,sapaˈtelu,sɐpɐˈtejɾu,sa.pa.ˈte.lu,sɐ.pɐ.ˈtej.ɾu,sa,sɐ,4,4,1,1,Initial,Initial,0,pa,0,pɐ,,sapateiro,shoemaker,Bandeira2017[366-412],
Angolar,sapaˈtelu,sɐpɐˈtejɾu,sa.pa.ˈte.lu,sɐ.pɐ.ˈtej.ɾu,pa,pɐ,4,4,2,2,Medial,Medial,sa,ˈte,sɐ,ˈtej,,sapateiro,shoemaker,Bandeira2017[366-412],
Angolar,sapaˈtelu,sɐpɐˈtejɾu,sa.pa.ˈte.lu,sɐ.pɐ.ˈtej.ɾu,ˈte,ˈtej,4,4,3,3,Medial,Medial,pa,lu,pɐ,ɾu,,sapateiro,shoemaker,Bandeira2017[366-412],
Angolar,sapaˈtelu,sɐpɐˈtejɾu,sa.pa.ˈte.lu,sɐ.pɐ.ˈtej.ɾu,lu,ɾu,4,4,4,4,Final,Final,ˈte,4,ˈtej,4,,sapateiro,shoemaker,Bandeira2017[366-412],
Angolar,θɔˈdɛ,sɔlˈdadu,θɔ.ˈdɛ,sɔl.ˈda.du,θɔ,sɔl,2,3,1,1,Initial,Initial,0,ˈdɛ,0,ˈda,,soldado,soldier,Bandeira2017[366-412],
Angolar,θɔˈdɛ,sɔlˈdadu,θɔ.ˈdɛ,sɔl.ˈda.du,ˈdɛ,ˈda,2,3,2,2,Final,Medial,θɔ,-,sɔl,du,,soldado,soldier,Bandeira2017[366-412],
Angolar,θɔˈdɛ,sɔlˈdadu,θɔ.ˈdɛ,sɔl.ˈda.du,-,du,2,3,-,3,-,Final,ˈdɛ,-,ˈda,3,,soldado,soldier,Bandeira2017[366-412],
Angolar,biˈdɔnɐ,bizɐˈvɔ,bi.ˈdɔ.nɐ,bi.zɐ.ˈvɔ,bi,bi,3,3,1,1,Initial,Initial,0,ˈdɔ,0,zɐ,,bisavó,great-grandmother,Bandeira2017[366-412],
Angolar,biˈdɔnɐ,bizɐˈvɔ,bi.ˈdɔ.nɐ,bi.zɐ.ˈvɔ,ˈdɔ,zɐ,3,3,2,2,Medial,Medial,bi,nɐ,bi,ˈvɔ,,bisavó,great-grandmother,Bandeira2017[366-412],
Angolar,biˈdɔnɐ,bizɐˈvɔ,bi.ˈdɔ.nɐ,bi.zɐ.ˈvɔ,nɐ,ˈvɔ,3,3,3,3,Final,Final,ˈdɔ,3,zɐ,3,,bisavó,great-grandmother,Bandeira2017[366-412],
Angolar,biˈdɔnu,bizɐˈvo,bi.ˈdɔ.nu,bi.zɐ.ˈvo,bi,bi,3,3,1,1,Initial,Initial,0,ˈdɔ,0,zɐ,,bisavô,great-grandfather,Bandeira2017[366-412],
Angolar,biˈdɔnu,bizɐˈvo,bi.ˈdɔ.nu,bi.zɐ.ˈvo,ˈdɔ,zɐ,3,3,2,2,Medial,Medial,bi,nu,bi,ˈvo,,bisavô,great-grandfather,Bandeira2017[366-412],
Angolar,biˈdɔnu,bizɐˈvo,bi.ˈdɔ.nu,bi.zɐ.ˈvo,nu,ˈvo,3,3,3,3,Final,Final,ˈdɔ,3,zɐ,3,,bisavô,great-grandfather,Bandeira2017[366-412],
Angolar,kuˈɲadɐ,kuˈɲadɐ,ku.ˈɲa.dɐ,ku.ˈɲa.dɐ,ku,ku,3,3,1,1,Initial,Initial,0,ˈɲa,0,ˈɲa,,cunhada,sister-in-law,Bandeira2017[366-412],
Angolar,kuˈɲadɐ,kuˈɲadɐ,ku.ˈɲa.dɐ,ku.ˈɲa.dɐ,ˈɲa,ˈɲa,3,3,2,2,Medial,Medial,ku,dɐ,ku,dɐ,,cunhada,sister-in-law,Bandeira2017[366-412],
Angolar,kuˈɲadɐ,kuˈɲadɐ,ku.ˈɲa.dɐ,ku.ˈɲa.dɐ,dɐ,dɐ,3,3,3,3,Final,Final,ˈɲa,3,ˈɲa,3,,cunhada,sister-in-law,Bandeira2017[366-412],
Angolar,kuˈɲadu,kuˈɲadu,ku.ˈɲa.du,ku.ˈɲa.du,ku,ku,3,3,1,1,Initial,Initial,0,ˈɲa,0,ˈɲa,,cunhado,brother-in-law,Bandeira2017[366-412],
Angolar,kuˈɲadu,kuˈɲadu,ku.ˈɲa.du,ku.ˈɲa.du,ˈɲa,ˈɲa,3,3,2,2,Medial,Medial,ku,du,ku,du,,cunhado,brother-in-law,Bandeira2017[366-412],
Angolar,kuˈɲadu,kuˈɲadu,ku.ˈɲa.du,ku.ˈɲa.du,du,du,3,3,3,3,Final,Final,ˈɲa,3,ˈɲa,3,,cunhado,brother-in-law,Bandeira2017[366-412],
Angolar,maˈma,mɐˈmɐ̃j,ma.ˈma,mɐ.ˈmɐ̃j,ma,mɐ,2,2,1,1,Initial,Initial,0,ˈma,0,ˈmɐ̃j,,mamãe,mother,Bandeira2017[366-412],
Angolar,maˈma,mɐˈmɐ̃j,ma.ˈma,mɐ.ˈmɐ̃j,ˈma,ˈmɐ̃j,2,2,2,2,Final,Final,ma,2,mɐ,2,,mamãe,mother,Bandeira2017[366-412],
Angolar,ˈmanɐ,iɾˈmɐ̃,ˈma.nɐ,iɾ.ˈmɐ̃,ˈma,iɾ,2,2,1,1,Initial,Initial,0,nɐ,0,ˈmɐ̃,,irmã,sister,Bandeira2017[366-412],
Angolar,ˈmanɐ,iɾˈmɐ̃,ˈma.nɐ,iɾ.ˈmɐ̃,nɐ,ˈmɐ̃,2,2,2,2,Final,Final,ˈma,2,iɾ,2,,irmã,sister,Bandeira2017[366-412],
Angolar,ˈmanu,iɾˈmɐ̃w,ˈma.nu,iɾ.ˈmɐ̃w,ˈma,iɾ,2,2,1,1,Initial,Initial,0,nu,0,ˈmɐ̃w,,irmão,brother,Bandeira2017[366-412],
Angolar,ˈmanu,iɾˈmɐ̃w,ˈma.nu,iɾ.ˈmɐ̃w,nu,ˈmɐ̃w,2,2,2,2,Final,Final,ˈma,2,iɾ,2,,irmão,brother,Bandeira2017[366-412],
Angolar,ɔˈmɛ,ˈomɐ̃j,ɔ.ˈmɛ,ˈo.mɐ̃j,ɔ,ˈo,2,2,1,1,Initial,Initial,0,ˈmɛ,0,.mɐ̃j,,homem,husband,Bandeira2017[366-412],
Angolar,ɔˈmɛ,ˈomɐ̃j,ɔ.ˈmɛ,ˈo.mɐ̃j,ˈmɛ,.mɐ̃j,2,2,2,2,Final,Final,ɔ,2,ˈo,2,,homem,husband,Bandeira2017[366-412],
Angolar,mẽˈgai,ʃˈpozɐ,mẽ.ˈgai,ʃ.ˈpo.zɐ,,,2,3,,,#N/A,#N/A,0,,0,,,esposa,wife,Bandeira2017[366-412],Not of portuguese origin
Angolar,ˈtata,paj,ˈta.ta,paj,ˈta,paj,2,1,1,1,Initial,Final,0,ta,0,-,,pai,father,Bandeira2017[366-412],
Angolar,ˈtata,paj,ˈta.ta,paj,ta,-,2,1,2,-,Final,-,ˈta,2,paj,-,,pai,father,Bandeira2017[366-412],
Angolar,ˈpimu,ˈpɾimu,ˈpi.mu,ˈpɾi.mu,ˈpi,ˈpɾi,2,2,1,1,Initial,Initial,0,mu,0,mu,,primo,cousin,Bandeira2017[366-412],
Angolar,ˈpimu,ˈpɾimu,ˈpi.mu,ˈpɾi.mu,mu,mu,2,2,2,2,Final,Final,ˈpi,2,ˈpɾi,2,,primo,cousin,Bandeira2017[366-412],
Angolar,ˈt̠ʃio,ˈtʃiu,ˈt̠ʃi.o,ˈtʃi.u,ˈt̠ʃi,ˈtʃi,2,2,1,1,Initial,Initial,0,o,0,u,,tio,uncle,Bandeira2017[366-412],
Angolar,ˈt̠ʃio,ˈtʃiu,ˈt̠ʃi.o,ˈtʃi.u,o,u,2,2,2,2,Final,Final,ˈt̠ʃi,2,ˈtʃi,2,,tio,uncle,Bandeira2017[366-412],
Angolar,ˈvjuvɐ,viˈuvɐ,ˈvju.vɐ,vi.ˈu.vɐ,ˈvju,vi,2,3,1,1,Initial,Initial,0,-,0,ˈu,,viúva,widow,Bandeira2017[366-412],
Angolar,ˈvjuvɐ,viˈuvɐ,ˈvju.vɐ,vi.ˈu.vɐ,-,ˈu,2,3,-,2,-,Medial,ˈvju,vɐ,vi,vɐ,,viúva,widow,Bandeira2017[366-412],
Angolar,ˈvjuvɐ,viˈuvɐ,ˈvju.vɐ,vi.ˈu.vɐ,vɐ,vɐ,2,3,2,3,Final,Final,-,2,ˈu,3,,viúva,widow,Bandeira2017[366-412],
Angolar,aˈmi,ˈew,a.ˈmi,ˈew,,,2,1,,,#N/A,#N/A,0,,0,,,eu,I,Bandeira2017[366-412],Not of Portuguese origin
Angolar,ˈele,ˈeli,ˈe.le,ˈe.li,ˈe,ˈe,2,2,1,1,Initial,Initial,0,le,0,li,,ele,he/she,Bandeira2017[366-412],
Angolar,ˈele,ˈeli,ˈe.le,ˈe.li,le,li,2,2,2,2,Final,Final,ˈe,2,ˈe,2,,ele,he/she,Bandeira2017[366-412],
Angolar,ˈɛnɛ,ˈeɫɨʃ,ˈɛ.nɛ,ˈe.ɫɨʃ,ˈɛ,ˈe,2,2,1,1,Initial,Initial,0,nɛ,0,ɫɨʃ,,eles,they,Bandeira2017[366-412],
Angolar,ˈɛnɛ,ˈeɫɨʃ,ˈɛ.nɛ,ˈe.ɫɨʃ,nɛ,ɫɨʃ,2,2,2,2,Final,Final,ˈɛ,2,ˈe,2,,eles,they,Bandeira2017[366-412],
Angolar,ˈku,kõ,ˈku,kõ,ˈku,kõ,1,1,1,1,Final,Final,0,1,0,1,,com,with,Bandeira2017[366-412],
Angolar,ˈθɛpɛ,ˈsẽpɾɨ,ˈθɛ.pɛ,ˈsẽ.pɾɨ,ˈθɛ,ˈsẽ,2,2,1,1,Initial,Initial,0,pɛ,0,pɾɨ,,sempre,always,Bandeira2017[366-412],
Angolar,ˈθɛpɛ,ˈsẽpɾɨ,ˈθɛ.pɛ,ˈsẽ.pɾɨ,pɛ,pɾɨ,2,2,2,2,Final,Final,ˈθɛ,2,ˈsẽ,2,,sempre,always,,
Angolar,ˈθũ,sɨˈɲoɾ,ˈθũ,sɨˈ.ɲoɾ,ˈθũ,sɨˈ,1,2,1,1,Final,Initial,0,-,0,ɲoɾ,,senhor,lord,Bandeira2017[366-412],
Angolar,ˈθũ,sɨˈɲoɾ,ˈθũ,sɨˈ.ɲoɾ,-,ɲoɾ,1,2,-,2,-,Final,ˈθũ,-,sɨˈ,2,,senhor,lord,Bandeira2017[366-412],
Angolar,ˈdodo,ˈdojdu,ˈdo.do,ˈdoj.du,ˈdo,ˈdoj,2,2,1,1,Initial,Initial,0,do,0,du,,doido,crazy,Bandeira2017[366-412],
,ˈdodo,ˈdojdu,ˈdo.do,ˈdoj.du,do,du,2,2,2,2,Final,Final,ˈdo,2,ˈdoj,2,,doido,crazy,Bandeira2017[366-412],
