Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllable,TargetSyllable,SourceWordSyl,TargetWordSylLength,PositionSource,Position Target,Simple PositionSource,Simple PositionTarget,Previous source,Next source,Previous target,Next target,Process,TargetOrthography,Translation,Reference,Notes
Angolar,ˈfwe,feju,ˈfwe,fej.u,ˈfwe,fej,1,2,1,1,Final,Initial,0,-,0,u,,feio,ugly,Bandeira2017[366-412],
Angolar,ˈfwe,feju,ˈfwe,fej.u,-,u,1,2,-,2,-,Final,ˈfwe,-,fej,2,,feio,ugly,Bandeira2017[366-412],
Angolar,ˈfa:ku,ˈfɾaku,ˈfa:.ku,ˈfɾa.ku,ˈfa:,ˈfɾa,2,2,1,1,Initial,Initial,0,ku,0,ku,,fraco,weak,Bandeira2017[366-412],
Angolar,ˈfa:ku,ˈfɾaku,ˈfa:.ku,ˈfɾa.ku,ku,ku,2,2,2,2,Final,Final,ˈfa:,2,ˈfɾa,2,,fraco,weak,Bandeira2017[366-412],
Angolar,ˈfũdu,ˈfũdu,ˈfũ.du,ˈfũ.du,ˈfũ,ˈfũ,2,2,1,1,Initial,Initial,0,du,0,du,,fundo,bottom,Bandeira2017[366-412],
Angolar,ˈfũdu,ˈfũdu,ˈfũ.du,ˈfũ.du,du,du,2,2,2,2,Final,Final,ˈfũ,2,ˈfũ,2,,fundo,bottom,Bandeira2017[366-412],
Angolar,ˈgagu,ˈgagu,ˈga.gu,ˈga.gu,ˈga,ˈga,2,2,1,1,Initial,Initial,0,gu,0,gu,,gago,stutterer,Bandeira2017[366-412],
Angolar,ˈgagu,ˈgagu,ˈga.gu,ˈga.gu,gu,gu,2,2,2,2,Final,Final,ˈga,2,ˈga,2,,gago,stutterer,Bandeira2017[366-412],
Angolar,ˈgodo,ˈɡoɾdu,ˈgo.do,ˈɡoɾ.du,ˈgo,ˈɡoɾ,2,2,1,1,Initial,Initial,0,do,0,ˈdu,,gordo,fat,Bandeira2017[366-412],
Angolar,ˈgodo,ˈɡoɾdu,ˈgo.do,ˈɡoɾ.du,do,ˈdu,2,2,2,2,Final,Final,ˈgo,2,ˈɡoɾ,2,,gordo,fat,Bandeira2017[366-412],
Angolar,ˈgwali,iˈgwaɫ,ˈgwa.li,i.ˈgwaɫ,ˈgwa,i,2,2,1,1,Initial,Initial,0,li,0,ˈgwaɫ,,igual,equal,Bandeira2017[366-412],
Angolar,ˈgwali,iˈgwaɫ,ˈgwa.li,i.ˈgwaɫ,li,ˈgwaɫ,2,2,2,2,Final,Final,ˈgwa,2,i,2,,igual,equal,Bandeira2017[366-412],
Angolar,kaˈĩ,ɐvɐˈɾẽtu,ka.ˈĩ,ɐ.vɐ.ˈɾẽ.tu,ka,ɐ,2,4,1,1,Initial,Initial,0,ˈĩ,0,vɐ,,avarento,miser,Bandeira2017[366-412],
Angolar,kaˈĩ,ɐvɐˈɾẽtu,ka.ˈĩ,ɐ.vɐ.ˈɾẽ.tu,ˈĩ,vɐ,2,4,2,2,Final,Medial,ka,-,ɐ,ˈɾẽ,,avarento,miser,Bandeira2017[366-412],
Angolar,kaˈĩ,ɐvɐˈɾẽtu,ka.ˈĩ,ɐ.vɐ.ˈɾẽ.tu,-,ˈɾẽ,2,4,-,3,-,Medial,ˈĩ,-,vɐ,tu,,avarento,miser,Bandeira2017[366-412],
Angolar,kaˈĩ,ɐvɐˈɾẽtu,ka.ˈĩ,ɐ.vɐ.ˈɾẽ.tu,-,tu,2,4,-,4,-,Final,-,-,ˈɾẽ,4,,avarento,miser,Bandeira2017[366-412],
Angolar,kuˈpadu,kulˈpadu,ku.ˈpa.du,kul.ˈpa.du,ku,kul,3,3,1,1,Initial,Initial,0,ˈpa,0,ˈpa,,culpado,guilty,Bandeira2017[366-412],
Angolar,kuˈpadu,kulˈpadu,ku.ˈpa.du,kulˈpadu,ˈpa,ˈpa,3,1,2,2,Medial,Medial,ku,du,kul,du,,culpado,guilty,Bandeira2017[366-412],
Angolar,kuˈpadu,kulˈpadu,ku.ˈpa.du,kulˈpadu,du,du,3,1,3,3,Final,Medial,ˈpa,3,ˈpa,3,,culpado,guilty,Bandeira2017[366-412],
Angolar,ˈkutu,ˈkuɾtu,ˈku.tu,ˈkuɾ.tu,ˈku,ˈkuɾ,2,2,1,1,Initial,Initial,0,tu,0,tu,,curto,short,Bandeira2017[366-412],
Angolar,ˈkutu,ˈkuɾtu,ˈku.tu,ˈkuɾ.tu,tu,tu,2,2,2,2,Final,Final,ˈku,2,ˈkuɾ,2,,curto,short,Bandeira2017[366-412],
Angolar,kuˈlu,ˈkɾu,ku.ˈlu,ˈkɾu,ku,ˈkɾu,2,1,1,1,Initial,Final,0,ˈlu,0,-,,cru,raw,Bandeira2017[366-412],
Angolar,kuˈlu,ˈkɾu,ku.ˈlu,ˈkɾu,ˈlu,-,2,1,2,-,Final,-,ku,2,ˈkɾu,-,,cru,raw,Bandeira2017[366-412],
Angolar,ˈfɛku,ˈfɾeʃku,ˈfɛ.ku,ˈfɾeʃ.ku,ˈfɛ,ˈfɾeʃ,2,2,1,1,Initial,Initial,0,ku,0,ku,,fresco,fresh,Bandeira2017[366-412],
Angolar,ˈfɛku,ˈfɾeʃku,ˈfɛ.ku,ˈfɾeʃ.ku,ku,ku,2,2,2,2,Final,Final,ˈfɛ,2,ˈfɾeʃ,2,,fresco,fresh,Bandeira2017[366-412],
Angolar,sisiˈma,ʃˈkuɾu,si.si.ˈma,ʃ.ˈku.ɾu,si,ʃ,3,3,1,1,Initial,Initial,0,si,0,ˈku,,escuro,dark,Bandeira2017[366-412],
Angolar,sisiˈma,ʃˈkuɾu,si.si.ˈma,ʃ.ˈku.ɾu,si,ˈku,3,3,2,2,Medial,Medial,si,ˈma,ʃ,ɾu,,escuro,dark,Bandeira2017[366-412],
Angolar,sisiˈma,ʃˈkuɾu,si.si.ˈma,ʃ.ˈku.ɾu,ˈma,ɾu,3,3,3,3,Final,Final,si,3,ˈku,3,,escuro,dark,Bandeira2017[366-412],
Angolar,ˈmɐ̃gu,ˈmagɾu,ˈmɐ̃.gu,ˈma.gɾu,ˈmɐ̃,ˈma,2,2,1,1,Initial,Initial,0,gu,0,gɾu,,magro,thin,Bandeira2017[366-412],
Angolar,ˈmɐ̃gu,ˈmagɾu,ˈmɐ̃.gu,ˈma.gɾu,gu,gɾu,2,2,2,2,Final,Final,ˈmɐ̃,2,ˈma,2,,magro,thin,Bandeira2017[366-412],
Angolar,ˈmɐ̃θu,ˈmɐ̃su,ˈmɐ̃.θu,ˈmɐ̃.su,ˈmɐ̃,ˈmɐ̃,2,2,1,1,Initial,Initial,0,θu,0,su,,manso,meek,Bandeira2017[366-412],
Angolar,ˈmɐ̃θu,ˈmɐ̃su,ˈmɐ̃.θu,ˈmɐ̃.su,θu,su,2,2,2,2,Final,Final,ˈmɐ̃,2,ˈmɐ̃,2,,manso,meek,Bandeira2017[366-412],
Angolar,ˈθɛgu,ˈsɛɡu,ˈθɛ.gu,ˈsɛ.ɡu,ˈθɛ,sɛ,2,2,1,1,Initial,Initial,0,ˈgu,0,ɡu,,cego,blind,Bandeira2017[366-412],
Angolar,ˈθɛgu,ˈsɛɡu,ˈθɛ.gu,sɛ.ɡu,ˈgu,ɡu,2,1,2,2,Final,Medial,ˈθɛ,2,sɛ,2,,cego,blind,Bandeira2017[366-412],
Angolar,ˈsimi,siuˈmẽtu,ˈsi.mi,si.u.ˈmẽ.tu,ˈsi,si,2,4,1,1,Initial,Initial,0,mi,0,u,,ciumento,jealous,Bandeira2017[366-412],
Angolar,ˈsimi,siuˈmẽtu,ˈsi.mi,si.u.ˈmẽ.tu,mi,u,2,4,2,2,Final,Medial,ˈsi,-,si,ˈmẽ,,ciumento,jealous,Bandeira2017[366-412],
Angolar,ˈsimi,siuˈmẽtu,ˈsi.mi,si.u.ˈmẽ.tu,-,ˈmẽ,2,4,-,3,-,Medial,mi,-,u,tu,,ciumento,jealous,Bandeira2017[366-412],
Angolar,ˈsimi,siuˈmẽtu,ˈsi.mi,si.u.ˈmẽ.tu,-,tu,2,4,-,4,-,Final,-,-,ˈmẽ,4,,ciumento,jealous,Bandeira2017[366-412],
Angolar,θuˈpɛtu,ʃˈpeɾtu,θu.ˈpɛ.tu,ʃ.ˈpeɾ.tu,θu,ʃ,3,3,1,1,Initial,Initial,0,ˈpɛ,0,ˈpeɾ,,esperto,clever,Bandeira2017[366-412],
Angolar,θuˈpɛtu,ʃˈpeɾtu,θu.ˈpɛ.tu,ʃ.ˈpeɾ.tu,ˈpɛ,ˈpeɾ,3,3,2,2,Medial,Medial,θu,tu,ʃ,tu,,esperto,clever,Bandeira2017[366-412],
Angolar,θuˈpɛtu,ʃˈpeɾtu,θu.ˈpɛ.tu,ʃ.ˈpeɾ.tu,tu,tu,3,3,3,3,Final,Final,ˈpɛ,3,ˈpeɾ,3,,esperto,clever,Bandeira2017[366-412],
Angolar,ˈvɛ,ˈveʎu,ˈvɛ,ˈve.ʎu,ˈvɛ,ˈve,1,2,1,1,Final,Initial,0,-,0,ʎu,,velho,old,Bandeira2017[366-412],
Angolar,ˈvɛ,ˈveʎu,ˈvɛ,ˈve.ʎu,-,ʎu,1,2,-,2,-,Final,ˈvɛ,-,ˈve,2,,velho,old,Bandeira2017[366-412],
Angolar,ˈðɛdu,ɐˈzedu,ˈðɛ.du,ɐ.ˈze.du,ˈðɛ,ɐ,2,3,1,1,Initial,Initial,0,du,0,ˈze,,azedo,sour,Bandeira2017[366-412],
Angolar,ˈðɛdu,ɐˈzedu,ˈðɛ.du,ɐ.ˈze.du,du,ˈze,2,3,2,2,Final,Medial,ˈðɛ,-,ɐ,du,,azedo,sour,Bandeira2017[366-412],
Angolar,ˈðɛdu,ɐˈzedu,ˈðɛ.du,ɐ.ˈze.du,-,du,2,3,3,3,Medial,Final,du,3,ˈze,3,,azedo,sour,Bandeira2017[366-412],
Angolar,ˈðudɐ,pɨˈsoɐ,ˈðu.dɐ,pɨ.ˈso.ɐ,ˈðu,pɨ,2,3,1,1,Initial,Initial,0,dɐ,0,ˈso,,pessoa,person,Bandeira2017[366-412],
Angolar,ˈðudɐ,pɨˈsoɐ,ˈðu.dɐ,pɨ.ˈso.ɐ,dɐ,ˈso,2,3,2,2,Final,Medial,ˈðu,-,pɨ,ɐ,,pessoa,person,Bandeira2017[366-412],
Angolar,ˈðudɐ,pɨˈsoɐ,ˈðu.dɐ,pɨ.ˈso.ɐ,-,ɐ,2,3,-,3,-,Final,dɐ,-,ˈso,3,,pessoa,person,Bandeira2017[366-412],
Angolar,ˈdosu,ˈdojʃ,ˈdo.su,ˈdojʃ,ˈdo,ˈdojʃ,2,1,1,1,Initial,Final,0,su,0,-,,dois,two,Bandeira2017[366-412],
Angolar,ˈdosu,ˈdojʃ,ˈdo.su,ˈdojʃ,su,-,2,1,2,-,Final,-,ˈdo,2,ˈdojʃ,-,,dois,two,Bandeira2017[366-412],
Angolar,ˈkwanɐ,ˈkwatɾu,ˈkwa.nɐ,ˈkwa.tɾu,ˈkwa,ˈkwa,2,2,1,1,Initial,Initial,0,nɐ,0,tɾu,,quatro,four,Bandeira2017[366-412],
Angolar,ˈkwanɐ,ˈkwatɾu,ˈkwa.nɐ,ˈkwa.tɾu,nɐ,tɾu,2,2,2,2,Final,Final,ˈkwa,2,ˈkwa,2,,quatro,four,Bandeira2017[366-412],
Angolar,ˈlitu,ˈlitɾu,ˈli.tu,ˈli.tɾu,ˈli,ˈli,2,2,1,1,Initial,Initial,0,tu,0,tɾu,,litro,litre,Bandeira2017[366-412],
Angolar,ˈlitu,ˈlitɾu,ˈli.tu,ˈli.tɾu,tu,tɾu,2,2,2,2,Final,Final,ˈli,2,ˈli,2,,litro,litre,Bandeira2017[366-412],
Angolar,ˈmɛ,meˈtadʒi,ˈmɛ,me.ˈta.dʒi,ˈmɛ,me,1,3,1,1,Final,Initial,0,-,0,ˈta,,metade,half,Bandeira2017[366-412],
Angolar,ˈmɛ,meˈtadʒi,ˈmɛ,me.ˈta.dʒi,-,ˈta,1,3,-,2,-,Medial,ˈmɛ,-,me,dʒi,,metade,half,Bandeira2017[366-412],
Angolar,ˈmɛ,meˈtadʒi,ˈmɛ,me.ˈta.dʒi,-,dʒi,1,3,-,3,-,Final,-,-,ˈta,3,,metade,half,Bandeira2017[366-412],
Angolar,ˈuvwɐ,ˈnovɨ,ˈu.vwɐ,ˈno.vɨ,,,2,2,,,#N/A,#N/A,0,,0,,,nove,nine,Bandeira2017[366-412],Not of portuguese origin
Angolar,pũˈbelu,pɾiˈmɐjɾu,pũ.ˈbe.lu,pɾi.ˈmɐj.ɾu,pũ,pɾi,3,3,1,1,Initial,Initial,0,ˈbe,0,ˈmɐj,,primeiro,first,Bandeira2017[366-412],
Angolar,pũˈbelu,pɾiˈmɐjɾu,pũ.ˈbe.lu,pɾi.ˈmɐj.ɾu,ˈbe,ˈmɐj,3,3,2,2,Medial,Medial,pũ,lu,pɾi,ɾu,,primeiro,first,Bandeira2017[366-412],
Angolar,pũˈbelu,pɾiˈmɐjɾu,pũ.ˈbe.lu,pɾi.ˈmɐj.ɾu,lu,ɾu,3,3,3,3,Final,Final,ˈbe,3,ˈmɐj,3,,primeiro,first,Bandeira2017[366-412],
Angolar,ˈθamanu,ˈsejʃ,ˈθa.ma.nu,ˈse.jʃ,ˈθa,ˈse,3,2,1,1,Initial,Initial,0,ma,0,jʃ,,seis,six,Bandeira2017[366-412],
Angolar,ˈθamanu,ˈsejʃ,ˈθa.ma.nu,ˈse.jʃ,ma,jʃ,3,2,2,2,Medial,Final,ˈθa,nu,ˈse,-,,seis,six,Bandeira2017[366-412],
Angolar,ˈθamanu,ˈsejʃ,ˈθa.ma.nu,ˈse.jʃ,nu,-,3,2,3,-,Final,-,ma,3,jʃ,-,,seis,six,Bandeira2017[366-412],
Angolar,ˈθabadi,ˈsɛtɨ,ˈθa.ba.di,ˈse.tɨ,ˈθa,ˈse,3,2,1,1,Initial,Initial,0,ba,0,tɨ,,sete,seven,Bandeira2017[366-412],
Angolar,ˈθabadi,ˈsɛtɨ,ˈθa.ba.di,ˈse.tɨ,ba,tɨ,3,2,2,2,Medial,Final,ˈθa,di,ˈse,-,,sete,seven,Bandeira2017[366-412],
Angolar,ˈθabadi,ˈsɛtɨ,ˈθa.ba.di,ˈse.tɨ,di,-,3,2,3,-,Final,-,ba,3,tɨ,-,,sete,seven,Bandeira2017[366-412],
Angolar,ˈtelu,ĩˈtejɾu,ˈte.lu,ĩ.ˈtej.ɾu,ˈte,ĩ,2,3,1,1,Initial,Initial,0,lu,0,ˈtej,,inteiro,entire,Bandeira2017[366-412],
Angolar,ˈtelu,ĩˈtejɾu,ˈte.lu,ĩ.ˈte.jɾu,lu,ˈtej,2,3,2,2,Final,Medial,ˈte,-,ĩ,ɾu,,inteiro,entire,Bandeira2017[366-412],
Angolar,ˈtelu,ĩˈtejɾu,ˈte.lu,ĩ.ˈte.jɾu,-,ɾu,2,3,-,3,-,Final,lu,-,ˈtej,3,,inteiro,entire,Bandeira2017[366-412],
Angolar,ˈũa,ˈumɐ,ˈũa,ˈu.mɐ,ˈũa,ˈu,1,2,1,1,Final,Initial,0,-,0,mɐ,,uma,one,Bandeira2017[366-412],
Angolar,ˈũa,ˈumɐ,ˈũa,ˈu.mɐ,-,mɐ,1,2,-,2,-,Final,ˈũa,-,ˈu,2,,uma,one,Bandeira2017[366-412],
Angolar,ˈnake,ˈojtu,ˈna.ke,ˈoj.tu,ˈna,ˈoj,2,2,1,1,Initial,Initial,0,ke,0,tu,,oito,eight,Bandeira2017[366-412],
Angolar,ˈnake,ˈojtu,ˈna.ke,ˈoj.tu,ke,tu,2,2,2,2,Final,Final,ˈna,2,ˈoj,2,,oito,eight,Bandeira2017[366-412],
Angolar,aˈbi,aˈbɾiw,a.ˈbi,a.ˈbɾiw,a,a,2,2,1,1,Initial,Initial,0,ˈbi,0,ˈbɾiw,,abril,April,Bandeira2017[366-412],
Angolar,aˈbi,aˈbɾiw,a.ˈbi,a.ˈbɾiw,ˈbi,ˈbɾiw,2,2,2,2,Final,Final,a,2,a,2,,abril,April,Bandeira2017[366-412],
Angolar,aˈgoso,aˈɡɔʃtu,a.ˈgo.so,a.ˈɡɔʃ.tu,a,a,3,3,1,1,Initial,Initial,0,ˈgo,0,ɡɔʃ,,agosto,August,Bandeira2017[366-412],
Angolar,aˈgoso,aˈɡɔʃtu,a.ˈgo.so,a.ˈɡɔʃ.tu,ˈgo,ɡɔʃ,3,3,2,2,Medial,Medial,a,so,a,tu,,agosto,August,Bandeira2017[366-412],
Angolar,aˈgoso,aˈɡɔʃtu,a.ˈgo.so,a.ˈɡɔʃ.tu,so,tu,3,3,3,3,Final,Final,ˈgo,3,ɡɔʃ,3,,agosto,August,Bandeira2017[366-412],
Angolar,mũˈgu,ɐmɐˈɲɐ̃,mũ.ˈgu,ɐ.mɐ.ˈɲɐ̃,mũ,ɐ,2,3,1,1,Initial,Initial,0,ˈgu,0,mɐ,,amanhã,tomorrow,Bandeira2017[366-412],
Angolar,mũˈgu,ɐmɐˈɲɐ̃,mũ.ˈgu,ɐ.mɐ.ˈɲɐ̃,ˈgu,mɐ,2,3,2,2,Final,Medial,mũ,-,ɐ,ˈɲɐ̃,,amanhã,tomorrow,Bandeira2017[366-412],
Angolar,mũˈgu,ɐmɐˈɲɐ̃,mũ.ˈgu,ɐ.mɐ.ˈɲɐ̃,-,ˈɲɐ̃,2,3,-,3,-,Final,ˈgu,-,mɐ,3,,amanhã,tomorrow,Bandeira2017[366-412],
Angolar,maˈðoiˈna,ɐ̃tiˈõtɐ̃j,ma.ˈðoi.ˈna,ɐ̃.ti.ˈõ.tɐ̃j,,,3,4,,,#N/A,#N/A,0,,0,,,anteontem,the day before yesterday,Bandeira2017[366-412],Not of portuguese origin
Angolar,deˈðẽbu,dɘˈzẽbɾu,de.ˈðẽ.bu,dɘ.ˈzẽ.bɾu,de,dɘ,3,3,1,1,Initial,Initial,0,ˈðẽ,0,ˈzẽ,,dezembro,December,Bandeira2017[366-412],
Angolar,deˈðẽbu,dɘˈzẽbɾu,de.ˈðẽ.bu,dɘ.ˈzẽ.bɾu,ˈðẽ,ˈzẽ,3,3,2,2,Medial,Medial,de,bu,dɘ,bɾu,,dezembro,December,Bandeira2017[366-412],
Angolar,deˈðẽbu,dɘˈzẽbɾu,de.ˈðẽ.bu,dɘ.ˈzẽ.bɾu,bu,bɾu,3,3,3,3,Final,Final,ˈðẽ,3,ˈzẽ,3,,dezembro,December,Bandeira2017[366-412],
Angolar,ˈdja,ˈdiɐ,ˈdj.a,ˈdi.ɐ,ˈdj,ˈdi,2,2,1,1,Initial,Initial,0,a,0,ɐ,,dia,day,Bandeira2017[366-412],
Angolar,ˈdja,ˈdiɐ,ˈdj.a,ˈdi.ɐ,a,ɐ,2,2,2,2,Final,Final,ˈdj,2,ˈdi,2,,dia,day,Bandeira2017[366-412],
Angolar,djaˈdĩgu,duˈmĩgu,dja.ˈdĩ.gu,du.ˈmĩ.gu,dja,du,3,3,1,1,Initial,Initial,0,ˈdĩ,0,ˈmĩ,,domingo,sunday,Bandeira2017[366-412],
Angolar,djaˈdĩgu,duˈmĩgu,dja.ˈdĩ.gu,du.ˈmĩ.gu,ˈdĩ,ˈmĩ,3,3,2,2,Medial,Medial,dja,gu,du,gu,,domingo,sunday,Bandeira2017[366-412],
Angolar,djaˈdĩgu,duˈmĩgu,dja.ˈdĩ.gu,du.ˈmĩ.gu,gu,gu,3,3,3,3,Final,Final,ˈdĩ,3,ˈmĩ,3,,domingo,sunday,Bandeira2017[366-412],
Angolar,feveˈlelu,fɨvɨˈɾejɾu,fe.ve.ˈle.lu,fɨ.vɨ.ˈɾej.ɾu,fe,fɨ,4,4,1,1,Initial,Initial,0,ve,0,vɨ,,fevereiro,February,Bandeira2017[366-412],
Angolar,feveˈlelu,fɨvɨˈɾejɾu,fe.ve.ˈle.lu,fɨ.vɨ.ˈɾej.ɾu,ve,vɨ,4,4,2,2,Medial,Medial,fe,ˈle,fɨ,ˈɾej,,fevereiro,February,Bandeira2017[366-412],
Angolar,feveˈlelu,fɨvɨˈɾejɾu,fe.ve.ˈle.lu,fɨ.vɨ.ˈɾej.ɾu,ˈle,ˈɾej,4,4,3,3,Medial,Medial,ve,.lu,vɨ,ɾu,,fevereiro,February,Bandeira2017[366-412],
Angolar,feveˈlelu,fɨvɨˈɾejɾu,fe.ve.ˈle.lu,fɨ.vɨ.ˈɾej.ɾu,.lu,ɾu,4,4,4,4,Final,Final,ˈle,4,ˈɾej,4,,fevereiro,February,Bandeira2017[366-412],
Angolar,ˈθabadu,ˈsabɐdu,ˈθa.ba.du,ˈsa.bɐ.du,du,ˈsa,3,3,1,1,Initial,Initial,0,ba,0,bɐ,,sábado,saturday,Bandeira2017[366-412],
Angolar,ˈθabadu,ˈsabɐdu,ˈθa.ba.du,ˈsa.bɐ.du,ba,bɐ,3,3,2,2,Medial,Medial,du,du,ˈsa,du,,domingo,saturday,Bandeira2017[366-412],
Angolar,ˈθabadu,ˈsabɐdu,ˈθa.ba.du,ˈsa.bɐ.du,du,du,3,3,3,3,Final,Final,ba,3,bɐ,3,,segunda-feira,saturday,Bandeira2017[366-412],
Angolar,ˈθɛdu,ˈsedu,ˈθɛ.du,ˈse.du,ˈθɛ,ˈse,2,2,1,1,Initial,Initial,0,du,0,du,,cedo,early,Bandeira2017[366-412],
Angolar,ˈθɛdu,ˈsedu,ˈθɛ.du,ˈse.du,du,du,2,2,2,2,Final,Final,ˈθɛ,2,ˈse,2,,cedo,early,Bandeira2017[366-412],
Angolar,θɛˈtɛ̃bu,sɨˈtẽbɾu,θɛ.ˈtɛ̃.bu,sɨ.ˈtẽ.bɾu,θɛ,sɨ,3,3,1,1,Initial,Initial,0,ˈtɛ̃,0,ˈtẽ,,setembro,September,Bandeira2017[366-412],
Angolar,θɛˈtɛ̃bu,sɨˈtẽbɾu,θɛ.ˈtɛ̃.bu,sɨ.ˈtẽ.bɾu,ˈtɛ̃,ˈtẽ,3,3,2,2,Medial,Medial,θɛ,bu,sɨ,bɾu,,outubro,September,Bandeira2017[366-412],
Angolar,θɛˈtɛ̃bu,sɨˈtẽbɾu,θɛ.ˈtɛ̃.bu,sɨ.ˈtẽ.bɾu,bu,bɾu,3,3,3,3,Final,Final,ˈtɛ̃,3,ˈtẽ,3,,novembro,September,Bandeira2017[366-412],
Angolar,ðaˈnelu,ʒɐˈnejɾu,ða.ˈne.lu,ʒɐ.ˈnej.ɾu,ða,ʒɐ,3,3,1,1,Initial,Initial,0,ˈne,0,ˈnej,,janeiro,January,Bandeira2017[366-412],
Angolar,ðaˈnelu,ʒɐˈnejɾu,ða.ˈne.lu,ʒɐ.ˈnej.ɾu,ˈne,ˈnej,3,3,2,2,Medial,Medial,ða,lu,ʒɐ,ɾu,,fevereiro,January,Bandeira2017[366-412],
Angolar,ðaˈnelu,ʒɐˈnejɾu,ða.ˈne.lu,ʒɐ.ˈnej.ɾu,lu,ɾu,3,3,3,3,Final,Final,ˈne,3,ˈnej,3,,março,January,Bandeira2017[366-412],
Angolar,ˈðulu,ˈʒuʎu,ˈðu.lu,ˈʒu.ʎu,ˈðu,ˈʒu,2,2,1,1,Initial,Initial,0,lu,0,ʎu,,julho,July,Bandeira2017[366-412],
Angolar,ˈðulu,ˈʒuʎu,ˈðu.lu,ˈʒu.ʎu,lu,ʎu,2,2,2,2,Final,Final,ˈðu,2,ˈʒu,2,,agosto,July,Bandeira2017[366-412],
Angolar,ˈðũɲu,ˈʒuɲu,ˈðũ.ɲu,ˈʒu.ɲu,ˈðũ,ˈʒu,2,2,1,1,Initial,Initial,0,ɲu,0,ɲu,,junho,June,Bandeira2017[366-412],
Angolar,ˈðũɲu,ˈʒuɲu,ˈðũ.ɲu,ˈʒu.ɲu,ɲu,ɲu,2,2,2,2,Final,Final,ˈðũ,2,ˈʒu,2,,julho,June,Bandeira2017[366-412],
Angolar,ˈalimɐ,ˈaɫmɐ,ˈa.li.mɐ,ˈaɫ.mɐ,ˈa,ˈaɫ,3,2,1,1,Initial,Initial,0,li,0,mɐ,,alma,soul,Bandeira2017[366-412],
Angolar,ˈalimɐ,ˈaɫmɐ,ˈa.li.mɐ,ˈaɫ.mɐ,li,mɐ,3,2,2,2,Medial,Final,ˈa,mɐ,ˈaɫ,-,,alma,soul,Bandeira2017[366-412],
Angolar,ˈalimɐ,ˈaɫmɐ,ˈa.li.mɐ,ˈaɫ.mɐ,mɐ,-,3,2,3,-,Final,-,li,3,mɐ,-,,alma,soul,Bandeira2017[366-412],
Angolar,aˈtali,aɫˈtaɾ,a.ˈta.li,aɫ.ˈtaɾ,a,aɫ,3,2,1,1,Initial,Initial,0,ˈta,0,ˈtaɾ,,altar,Altar,Bandeira2017[366-412],
Angolar,aˈtali,aɫˈtaɾ,a.ˈta.li,aɫ.ˈtaɾ,ˈta,ˈtaɾ,3,2,2,2,Medial,Final,a,li,aɫ,-,,altar,Altar,Bandeira2017[366-412],
