Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllable,TargetSyllable,SourceWordSyl Length,TargetWordSyl Length,PositionSource,PositionTarget,Simple PositionSource,Simple PositionTarget,Previous source,Next source,Previous target,Next target,Process,TargetOrthography,Translation,Reference,Notes
Cape Verdean Sao Vicente,spet,iʃˈpetu,s.pet,iʃ.ˈpe.tu,s,iʃ,2,3,1,1,Initial,Initial,0,pet,0,ˈpe,,espeto,stick,Baptista2019[271-277],
Cape Verdean Sao Vicente,spet,iʃˈpetu,s.pet,iʃ.ˈpe.tu,pet,ˈpe,2,3,2,2,Final,Medial,s,-,iʃ,tu,,espeto,stick,Baptista2019[271-277],
Cape Verdean Sao Vicente,spet,iʃˈpetu,s.pet,iʃ.ˈpe.tu,-,tu,2,3,-,3,-,Final,pet,-,ˈpe,3,,espeto,stick,Baptista2019[271-277],
Cape Verdean Sao Vicente,pɛdɾa,ˈpedɾɐ,pɛ.dɾa,ˈpe.dɾɐ,pɛ,ˈpe,2,2,1,1,Initial,Initial,0,dɾa,0,dɾɐ,,pedra,stone,Baptista2019[271-277],
Cape Verdean Sao Vicente,pɛdɾa,ˈpedɾɐ,pɛ.dɾa,ˈpe.dɾɐ,dɾa,dɾɐ,2,2,2,2,Final,Final,pɛ,2,ˈpe,2,,pedra,stone,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɾet,ˈʀetu,ɾet,ˈʀe.tu,ɾet,ˈʀe,1,2,1,1,Final,Initial,0,-,0,tu,,reto,straight,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɾet,ˈʀetu,ɾet,ˈʀe.tu,-,tu,1,2,-,2,-,Final,ɾet,-,ˈʀe,2,,reto,straight,Baptista2019[271-277],
Cape Verdean Sao Vicente,t̠ʃpa,ʃuˈpaɾ,t̠ʃ.pa,ʃu.ˈpaɾ,t̠ʃ,ʃu,2,2,1,1,Initial,Initial,0,tpa,0,ˈpaɾ,,chupar,suck,Baptista2019[271-277],
Cape Verdean Sao Vicente,t̠ʃpa,ʃuˈpaɾ,t̠ʃ.pa,ʃu.ˈpaɾ,tpa,ˈpaɾ,2,2,2,2,Final,Final,t̠ʃ,2,ʃu,2,,chupar,suck,Baptista2019[271-277],
Cape Verdean Sao Vicente,mama,mɐˈmaɾ,ma.ma,mɐ.ˈmaɾ,ma,mɐ,2,2,1,1,Initial,Initial,0,ma,0,ˈmaɾ,,mamar,suck,Baptista2019[271-277],
Cape Verdean Sao Vicente,mama,mɐˈmaɾ,ma.ma,mɐ.ˈmaɾ,ma,ˈmaɾ,2,2,2,2,Final,Final,ma,2,mɐ,2,,mamar,suck,Baptista2019[271-277],
Cape Verdean Sao Vicente,sol,ˈsɔl,sol,ˈsɔl,sol,ˈsɔl,1,1,1,1,Final,Final,0,1,0,1,,sol,sun,Baptista2019[271-277],
Cape Verdean Sao Vicente,int̠ʃa,ĩˈʃaɾ,in.t̠ʃa,ĩ.ˈʃaɾ,in,ĩ,2,2,1,1,Initial,Initial,0,t̠ʃa,0,ˈʃaɾ,,inchar,swell,Baptista2019[271-277],
Cape Verdean Sao Vicente,int̠ʃa,ĩˈʃaɾ,in.t̠ʃa,ĩ.ˈʃaɾ,t̠ʃa,ˈʃaɾ,2,2,2,2,Final,Final,in,2,ĩ,2,assimilation,inchar,swell,Baptista2019[271-277],
Cape Verdean Sao Vicente,inflama,ĩflɐˈmaɾ,in.fla.ma,ĩ.flɐ.ˈmaɾ,in,ĩ,3,3,1,1,Initial,Initial,0,fla,0,flɐ,,inflamar,swell,Baptista2019[271-277],
Cape Verdean Sao Vicente,inflama,ĩflɐˈmaɾ,in.fla.ma,ĩ.flɐ.ˈmaɾ,fla,flɐ,3,3,2,2,Medial,Medial,in,ma,ĩ,ˈmaɾ,,inflamar,swell,Baptista2019[271-277],
Cape Verdean Sao Vicente,inflama,ĩflɐˈmaɾ,in.fla.ma,ĩ.flɐ.ˈmaɾ,ma,ˈmaɾ,3,3,3,3,Final,Final,fla,3,flɐ,3,assimilation,inflamar,swell,Baptista2019[271-277],
Cape Verdean Sao Vicente,nada,ˈnadɐ,na.da,ˈna.dɐ,na,ˈna,2,2,1,1,Initial,Initial,0,da,0,dɐ,,nada,swim,Baptista2019[271-277],
Cape Verdean Sao Vicente,nada,ˈnadɐ,na.da,ˈna.dɐ,da,dɐ,2,2,2,2,Final,Final,na,2,ˈna,2,,nada,swim,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɾɔb,ˈʀabu,ɾɔb,ˈʀa.bu,ɾɔb,ˈʀa,1,2,1,1,Final,Initial,0,-,0,bu,,rabo,tail,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɾɔb,ˈʀabu,ɾɔb,ˈʀa.bu,-,bu,1,2,-,2,-,Final,ɾɔb,-,ˈʀa,2,,rabo,tail,Baptista2019[271-277],
Cape Verdean Sao Vicente,kel,ɐˈkeɫɨ,kel,ɐ.ˈke.ɫɨ,-,ɐ,1,3,-,1,-,Initial,0,kel,0,ˈke,,aquele,that,Baptista2019[271-277],
Cape Verdean Sao Vicente,kel,ɐˈkeɫɨ,kel,ɐ.ˈke.ɫɨ,kel,ˈke,1,3,1,2,Final,Medial,-,-,ɐ,ɫɨ,,aquele,that,Baptista2019[271-277],
Cape Verdean Sao Vicente,kel,ɐˈkeɫɨ,kel,ɐ.ˈke.ɫɨ,-,ɫɨ,1,3,-,3,-,Final,kel,-,ˈke,3,,aquele,that,Baptista2019[271-277],
Cape Verdean Sao Vicente,la,ˈla,la,ˈla,la,ˈla,1,1,1,1,Final,Final,0,1,0,1,,lá,there,Baptista2019[271-277],
Cape Verdean Sao Vicente,es,ˈesɨʃ,es,ˈe.sɨʃ,es,ˈe,1,2,1,1,Final,Initial,0,-,0,sɨʃ,,esses,they,Baptista2019[271-277],
Cape Verdean Sao Vicente,es,ˈesɨʃ,es,ˈe.sɨʃ,-,sɨʃ,1,2,-,2,-,Final,es,-,ˈe,2,,esses,they,Baptista2019[271-277],
Cape Verdean Sao Vicente,gɾos,ˈgɾosu,gɾos,ˈgɾo.su,gɾos,ˈgɾo,1,2,1,1,Final,Initial,0,-,0,su,,grosso,thick,Baptista2019[271-277],
Cape Verdean Sao Vicente,gɾos,ˈgɾosu,gɾos,ˈgɾo.su,-,su,1,2,-,2,-,Final,gɾos,-,ˈgɾo,2,,grosso,thick,Baptista2019[271-277],
Cape Verdean Sao Vicente,miud,miˈudu,mi.ud,mi.ˈu.du,mi,mi,2,3,1,1,Initial,Initial,0,ud,0,ˈu,,miúdo,thin,Baptista2019[271-277],
Cape Verdean Sao Vicente,miud,miˈudu,mi.ud,mi.ˈu.du,ud,ˈu,2,3,2,2,Final,Medial,mi,-,mi,du,,miúdo,thin,Baptista2019[271-277],
Cape Verdean Sao Vicente,miud,miˈudu,mi.ud,mi.ˈu.du,-,du,2,3,-,3,-,Final,ud,-,ˈu,3,,miúdo,thin,Baptista2019[271-277],
Cape Verdean Sao Vicente,pensa,pẽˈsaɾ,pen.sa,pẽ.ˈsaɾ,pen,pẽ,2,2,1,1,Initial,Initial,0,sa,0,ˈsaɾ,assimilation,pensar,think,Baptista2019[271-277],
Cape Verdean Sao Vicente,pensa,pẽˈsaɾ,pen.sa,pẽ.ˈsaɾ,sa,ˈsaɾ,2,2,2,2,Final,Final,pen,2,pẽ,2,,pensar,think,Baptista2019[271-277],
Cape Verdean Sao Vicente,matuta,mɐtuˈtaɾ,ma.tu.ta,mɐ.tu.ˈtaɾ,ma,mɐ,3,3,1,1,Initial,Initial,0,tu,0,tu,,matutar,think,Baptista2019[271-277],
Cape Verdean Sao Vicente,matuta,mɐtuˈtaɾ,ma.tu.ta,mɐ.tu.ˈtaɾ,tu,tu,3,3,2,2,Medial,Medial,ma,ta,mɐ,ˈtaɾ,,matutar,think,Baptista2019[271-277],
Cape Verdean Sao Vicente,matuta,mɐtuˈtaɾ,ma.tu.ta,mɐ.tu.ˈtaɾ,ta,ˈtaɾ,3,3,3,3,Final,Final,tu,3,tu,3,,matutar,think,Baptista2019[271-277],
Cape Verdean Sao Vicente,esli,ɐˈkeɫɨ ɐˈɫi,es.li,ɐ.ˈke.ɫɨ ɐ.ˈɫi,es,ɐ,2,4,1,1,Initial,Initial,0,-,0,ˈke,,esse ali,this,Baptista2019[271-277],
Cape Verdean Sao Vicente,esli,ɐˈkeɫɨ ɐˈɫi,es.li,ɐ.ˈke.ɫɨ ɐ.ˈɫi,-,ˈke,2,4,-,2,-,Medial,es,-,ɐ,ɫɨ,,esse ali,this,Baptista2019[271-277],
Cape Verdean Sao Vicente,esli,ɐˈkeɫɨ ɐˈɫi,es.li,ɐ.ˈke.ɫɨ ɐ.ˈɫi,-,ɫɨ,2,4,-,3,-,Medial,-,-,ˈke,ɐ,,esse ali,this,Baptista2019[271-277],
Cape Verdean Sao Vicente,esli,ɐˈkeɫɨ ɐˈɫi,es.li,ɐ.ˈke.ɫɨ ɐ.ˈɫi,-,ɐ,2,4,-,4,-,Final,-,li,ɫɨ,ˈɫi,,esse ali,this,Baptista2019[271-277],
Cape Verdean Sao Vicente,esli,ɐˈkeɫɨ ɐˈɫi,es.li,ɐ.ˈke.ɫɨ ɐ.ˈɫi,li,ˈɫi,2,4,2,5,Final,Medial,-,2,ɐ,5,,esse ali,this,Baptista2019[271-277],
Cape Verdean Sao Vicente,tɾes,ˈtɾeʃ,tɾes,ˈtɾeʃ,tɾes,ˈtɾeʃ,1,1,1,1,Final,Final,0,1,0,1,,três,three,Baptista2019[271-277],
Cape Verdean Sao Vicente,bta,buˈtaɾ,b.ta,bu.ˈtaɾ,b,bu,2,2,1,1,Initial,Initial,0,ta,0,ˈtaɾ,,botar,throw,Baptista2019[271-277],
Cape Verdean Sao Vicente,bta,buˈtaɾ,b.ta,bu.ˈtaɾ,ta,ˈtaɾ,2,2,2,2,Final,Final,b,2,bu,2,,botar,throw,Baptista2019[271-277],
Cape Verdean Sao Vicente,manda,mɐ̃ˈdaɾ,man.da,mɐ̃.ˈdaɾ,man,mɐ̃,2,2,1,1,Initial,Initial,0,da,0,ˈdaɾ,,mandar,throw,Baptista2019[271-277],
Cape Verdean Sao Vicente,manda,mɐ̃ˈdaɾ,man.da,mɐ̃.ˈdaɾ,da,ˈdaɾ,2,2,2,2,Final,Final,man,2,mɐ̃,2,,mandar,throw,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɾemesa,ɐʀɨmɨˈsaɾ,ɾe.me.sa,ɐ.ʀɨ.mɨ.ˈsaɾ,-,ɐ,3,4,-,1,-,Initial,0,ɾe,0,ʀɨ,,arremessar,throw,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɾemesa,ɐʀɨmɨˈsaɾ,ɾe.me.sa,ɐ.ʀɨ.mɨ.ˈsaɾ,ɾe,ʀɨ,3,4,1,2,Initial,Medial,-,me,ɐ,mɨ,,arremessar,throw,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɾemesa,ɐʀɨmɨˈsaɾ,ɾe.me.sa,ɐ.ʀɨ.mɨ.ˈsaɾ,me,mɨ,3,4,2,3,Medial,Medial,ɾe,sa,ʀɨ,ˈsaɾ,,arremessar,throw,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɾemesa,ɐʀɨmɨˈsaɾ,ɾe.me.sa,ɐ.ʀɨ.mɨ.ˈsaɾ,sa,ˈsaɾ,3,4,3,4,Final,Final,me,3,mɨ,4,,arremessar,throw,Baptista2019[271-277],
Cape Verdean Sao Vicente,maɾa,ɐmaˈʀaɾ,ma.ɾa,ɐ.ma.ˈʀaɾ,-,ɐ,2,3,-,1,-,Initial,0,ma,0,ma,,amarrar,tie,Baptista2019[271-277],
Cape Verdean Sao Vicente,maɾa,ɐmaˈʀaɾ,ma.ɾa,ɐ.ma.ˈʀaɾ,ma,ma,2,3,1,2,Initial,Medial,-,ɾa,ɐ,ˈʀaɾ,,amarrar,tie,Baptista2019[271-277],
Cape Verdean Sao Vicente,maɾa,ɐmaˈʀaɾ,ma.ɾa,ɐ.ma.ˈʀaɾ,ɾa,ˈʀaɾ,2,3,2,3,Final,Final,ma,2,ma,3,,amarrar,tie,Baptista2019[271-277],
Cape Verdean Sao Vicente,linga,ˈlĩɡuɐ,lin.ga,ˈlĩ.ɡuɐ,lin,ˈlĩ,2,2,1,1,Initial,Initial,0,ga,0,ɡuɐ,,língua,tongue,Baptista2019[271-277],
Cape Verdean Sao Vicente,linga,ˈlĩɡuɐ,lin.ga,ˈlĩ.ɡuɐ,ga,ɡuɐ,2,2,2,2,Final,Final,lin,2,ˈlĩ,2,assimilation,língua,tongue,Baptista2019[271-277],
Cape Verdean Sao Vicente,dent,ˈdẽtɨ,den.t,ˈdẽ.tɨ,den,ˈdẽ,2,2,1,1,Initial,Initial,0,t,0,tɨ,,dente,tooth,Baptista2019[271-277],
Cape Verdean Sao Vicente,dent,ˈdẽtɨ,den.t,ˈdẽ.tɨ,t,tɨ,2,2,2,2,Final,Final,den,2,ˈdẽ,2,assimilation,dente,tooth,Baptista2019[271-277],
Cape Verdean Sao Vicente,aɾv,ˈaɾvuɾɨ,aɾv,ˈaɾ.vu.ɾɨ,aɾv,ˈaɾ,1,3,1,1,Final,Initial,0,-,0,vu,,árvore,tree,Baptista2019[271-277],
Cape Verdean Sao Vicente,aɾv,ˈaɾvuɾɨ,aɾv,ˈaɾ.vu.ɾɨ,-,vu,1,3,-,2,-,Medial,aɾv,-,ˈaɾ,ɾɨ,,árvore,tree,Baptista2019[271-277],
Cape Verdean Sao Vicente,aɾv,ˈaɾvuɾɨ,aɾv,ˈaɾ.vu.ɾɨ,-,ɾɨ,1,3,-,3,-,Final,-,-,vu,3,metathesis,árvore,tree,Baptista2019[271-277],
Cape Verdean Sao Vicente,vɾa,viˈɾaɾ,vɾa,vi.ˈɾaɾ,vɾa,vi,1,2,1,1,Final,Initial,0,-,0,ˈɾaɾ,,virar,turn,Baptista2019[271-277],
Cape Verdean Sao Vicente,vɾa,viˈɾaɾ,vɾa,vi.ˈɾaɾ,-,ˈɾaɾ,1,2,-,2,-,Final,vɾa,-,vi,2,,virar,turn,Baptista2019[271-277],
Cape Verdean Sao Vicente,volta,vɔlˈtaɾ,vol.ta,vɔl.ˈtaɾ,vol,vɔl,2,2,1,1,Initial,Initial,0,ta,0,ˈtaɾ,,voltar,turn,Baptista2019[271-277],
Cape Verdean Sao Vicente,volta,vɔlˈtaɾ,vol.ta,vɔl.ˈtaɾ,ta,ˈtaɾ,2,2,2,2,Final,Final,vol,2,vɔl,2,,voltar,turn,Baptista2019[271-277],
Cape Verdean Sao Vicente,dos,ˈdojʃ,dos,ˈdojʃ,dos,ˈdojʃ,1,1,1,1,Final,Final,0,1,0,1,,dois,two,Baptista2019[271-277],
Cape Verdean Sao Vicente,vmita,vumiˈtaɾ,v.mi.ta,vu.mi.ˈtaɾ,v,vu,3,3,1,1,Initial,Initial,0,mi,0,mi,,vomitar,throw up,Baptista2019[271-277],
Cape Verdean Sao Vicente,vmita,vumiˈtaɾ,v.mi.ta,vu.mi.ˈtaɾ,mi,mi,3,3,2,2,Medial,Medial,v,ta,vu,ˈtaɾ,,vomitar,throw up,Baptista2019[271-277],
Cape Verdean Sao Vicente,vmita,vumiˈtaɾ,v.mi.ta,vu.mi.ˈtaɾ,ta,ˈtaɾ,3,3,3,3,Final,Final,mi,3,mi,3,,vomitar,throw up,Baptista2019[271-277],
Cape Verdean Sao Vicente,anda,ɐ̃ˈdaɾ,an.da,ɐ̃.ˈdaɾ,an,ɐ̃,2,2,1,1,Initial,Initial,0,da,0,ˈdaɾ,,andar,walk,Baptista2019[271-277],
Cape Verdean Sao Vicente,anda,ɐ̃ˈdaɾ,an.da,ɐ̃.ˈdaɾ,da,ˈdaɾ,2,2,2,2,Final,Final,an,2,ɐ̃,2,assimilation,andar,walk,Baptista2019[271-277],
Cape Verdean Sao Vicente,kaloɾ,kɐˈloɾ,ka.loɾ,kɐ.ˈloɾ,ka,kɐ,2,2,1,1,Initial,Initial,0,loɾ,0,ˈloɾ,,calor,heat,Baptista2019[271-277],
Cape Verdean Sao Vicente,kaloɾ,kɐˈloɾ,ka.loɾ,kɐ.ˈloɾ,loɾ,ˈloɾ,2,2,2,2,Final,Final,ka,2,kɐ,2,,calor,heat,Baptista2019[271-277],
Cape Verdean Sao Vicente,lava,lɐˈvaɾ,la.va,lɐ.ˈvaɾ,la,lɐ,2,2,1,1,Initial,Initial,0,va,0,ˈvaɾ,,lavar,wash,Baptista2019[271-277],
Cape Verdean Sao Vicente,lava,lɐˈvaɾ,la.va,lɐ.ˈvaɾ,va,ˈvaɾ,2,2,2,2,Final,Final,la,2,lɐ,2,,lavar,wash,Baptista2019[271-277],
Cape Verdean Sao Vicente,aga,aguɐ,aga,a.guɐ,aga,a,1,2,1,1,Final,Initial,0,-,0,guɐ,,água,water,Baptista2019[271-277],
Cape Verdean Sao Vicente,aga,aguɐ,aga,a.guɐ,-,guɐ,1,2,-,2,-,Final,aga,-,a,2,,água,water,Baptista2019[271-277],
Cape Verdean Sao Vicente,nos,ˈnɔʃ,nos,ˈnɔʃ,nos,ˈnɔʃ,1,1,1,1,Final,Final,0,1,0,1,,nós,we,Baptista2019[271-277],
Cape Verdean Sao Vicente,mojod,muˈʎadu,moj.o.d,mu.ˈʎa.du,moj,mu,3,3,1,1,Initial,Initial,0,o,0,ˈʎa,,molhado,wet,Baptista2019[271-277],
Cape Verdean Sao Vicente,mojod,muˈʎadu,moj.o.d,mu.ˈʎa.du,o,ˈʎa,3,3,2,2,Medial,Medial,moj,d,mu,du,,molhado,wet,Baptista2019[271-277],
Cape Verdean Sao Vicente,mojod,muˈʎadu,moj.o.d,mu.ˈʎa.du,d,du,3,3,3,3,Final,Final,o,3,ˈʎa,3,,molhado,wet,Baptista2019[271-277],
Cape Verdean Sao Vicente,kondɛ,ˈkwɐ̃du,kon.dɛ,ˈkwɐ̃.du,kon,ˈkwɐ̃,2,2,1,1,Initial,Initial,0,dɛ,0,du,,quando,when,Baptista2019[271-277],
Cape Verdean Sao Vicente,kondɛ,ˈkwɐ̃du,kon.dɛ,ˈkwɐ̃.du,dɛ,du,2,2,2,2,Final,Final,kon,2,ˈkwɐ̃,2,,quando,when,Baptista2019[271-277],
Cape Verdean Sao Vicente,bɾonk,ˈbɾɐ̃ku,bɾon.k,ˈbɾɐ̃.ku,bɾon,ˈbɾɐ̃,2,2,1,1,Initial,Initial,0,k,0,ku,,branco,white,Baptista2019[271-277],
Cape Verdean Sao Vicente,bɾonk,ˈbɾɐ̃ku,bɾon.k,ˈbɾɐ̃.ku,k,ku,2,2,2,2,Final,Final,bɾon,2,ˈbɾɐ̃,2,,branco,white,Baptista2019[271-277],
Cape Verdean Sao Vicente,kenkeɲe,ˈkɐ̃j̃,ken.ke.ɲe,ˈkɐ̃j̃,ken,ˈkɐ̃j̃,3,1,1,1,Initial,Final,0,ke,0,-,,quem,who,Baptista2019[271-277],
Cape Verdean Sao Vicente,kenkeɲe,ˈkɐ̃j̃,ken.ke.ɲe,ˈkɐ̃j̃,ke,-,3,1,2,-,Medial,-,ken,ɲe,ˈkɐ̃j̃,-,,quem,who,Baptista2019[271-277],
Cape Verdean Sao Vicente,kenkeɲe,ˈkɐ̃j̃,ken.ke.ɲe,ˈkɐ̃j̃,ɲe,-,3,1,3,-,Final,-,ke,3,-,-,,quem,who,Baptista2019[271-277],
Cape Verdean Sao Vicente,lɔɾg,ˈlaɾɡu,lɔɾg,ˈlaɾ.ɡu,lɔɾg,ˈlaɾ,1,2,1,1,Final,Initial,0,-,0,ɡu,,largo,wide,Baptista2019[271-277],
Cape Verdean Sao Vicente,lɔɾg,ˈlaɾɡu,lɔɾg,ˈlaɾ.ɡu,-,ɡu,1,2,-,2,-,Final,lɔɾg,-,ˈlaɾ,2,,largo,wide,Baptista2019[271-277],
Cape Verdean Sao Vicente,amd̠ʒeɾ,muˈʎeɾ,a.m.d̠ʒeɾ,mu.ˈʎeɾ,a,-,3,2,1,-,Initial,-,0,m,0,mu,,mulher,woman,Baptista2019[271-277],
Cape Verdean Sao Vicente,amd̠ʒeɾ,muˈʎeɾ,a.m.d̠ʒeɾ,mu.ˈʎeɾ,m,mu,3,2,2,1,Medial,Initial,a,ʒeɾ,-,ˈʎeɾ,dissimilation,mulher,woman,Baptista2019[271-277],
Cape Verdean Sao Vicente,amd̠ʒeɾ,muˈʎeɾ,a.m.d̠ʒeɾ,mu.ˈʎeɾ,ʒeɾ,ˈʎeɾ,3,2,3,2,Final,Final,m,3,mu,mu,,mulher,woman,Baptista2019[271-277],
Cape Verdean Sao Vicente,md̠ʒeɾ,muˈʎeɾ,md̠.ʒeɾ,mu.ˈʎeɾ,md̠,mu,2,2,1,1,Initial,Initial,0,ʒeɾ,ˈʎeɾ,ˈʎeɾ,,mulher,woman,Baptista2019[271-277],
Cape Verdean Sao Vicente,md̠ʒeɾ,muˈʎeɾ,md̠.ʒeɾ,mu.ˈʎeɾ,ʒeɾ,ˈʎeɾ,2,2,2,2,Final,Final,md̠,2,mu,2,dissimilation,mulher,woman,Baptista2019[271-277],
Cape Verdean Sao Vicente,vent,ˈvẽtu,ven.t,ˈvẽ.tu,ven,ˈvẽ,2,2,1,1,Initial,Initial,0,t,0,tu,,vento,wind,Baptista2019[271-277],
Cape Verdean Sao Vicente,vent,ˈvẽtu,ven.t,ˈvẽ.tu,t,tu,2,2,2,2,Final,Final,ven,2,ˈvẽ,2,assimilation,vento,wind,Baptista2019[271-277],
Cape Verdean Sao Vicente,aza,ˈazɐ,a.za,ˈaz.ɐ,a,ˈa,2,2,1,1,Initial,Initial,0,za,0,zɐ,,asa,wing,Baptista2019[271-277],
Cape Verdean Sao Vicente,aza,ˈazɐ,a.za,ˈaz.ɐ,za,zɐ,2,2,2,2,Final,Final,a,2,ˈa,2,,asa,wing,Baptista2019[271-277],
Cape Verdean Sao Vicente,linpa,lĩˈpaɾ,lin.pa,lĩ.ˈpaɾ,lin,lĩ,2,2,1,1,Initial,Initial,0,pa,0,ˈpaɾ,,limpar,wipe,Baptista2019[271-277],
Cape Verdean Sao Vicente,linpa,lĩˈpaɾ,lin.pa,lĩ.ˈpaɾ,pa,ˈpaɾ,2,2,2,2,Final,Final,lin,2,lĩ,2,assimilation,limpar,wipe,Baptista2019[271-277],
Cape Verdean Sao Vicente,ma,maiʃ,ma,maiʃ,ma,maiʃ,1,1,1,1,Final,Final,0,1,0,1,,mais,with,Baptista2019[271-277],
Cape Verdean Sao Vicente,mot,ˈmatu,mot,ˈma.tu,mot,ˈma,1,2,1,1,Final,Initial,0,-,0,tu,,mato,wood,Baptista2019[271-277],
Cape Verdean Sao Vicente,mot,ˈmatu,mot,ˈma.tu,-,tu,1,2,-,2,-,Final,mot,-,ˈma,2,,mato,wood,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɔn,ˈɐnu,ɔn,ˈɐ.nu,ɔn,ˈɐ,1,2,1,1,Final,Initial,0,-,0,nu,,ano,year,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɔn,ˈɐnu,ɔn,ˈɐ.nu,-,nu,1,2,-,2,-,Final,ɔn,-,ˈɐ,2,,ano,year,Baptista2019[271-277],
Cape Verdean Sao Vicente,amaɾel,ɐmɐˈɾɛlu,a.ma.ɾel,ɐ.mɐ.ˈɾɛ.lu,a,ɐ,3,4,1,1,Initial,Initial,0,ma,0,mɐ,,amarelo,yellow,Baptista2019[271-277],
Cape Verdean Sao Vicente,amaɾel,ɐmɐˈɾɛlu,a.ma.ɾel,ɐ.mɐ.ˈɾɛ.lu,ma,mɐ,3,4,2,2,Medial,Medial,a,ɾel,ɐ,ˈɾɛ,,amarelo,yellow,Baptista2019[271-277],
Cape Verdean Sao Vicente,amaɾel,ɐmɐˈɾɛlu,a.ma.ɾel,ɐ.mɐ.ˈɾɛ.lu,ɾel,ˈɾɛ,3,4,3,3,Final,Medial,ma,-,mɐ,lu,,amarelo,yellow,Baptista2019[271-277],
Cape Verdean Sao Vicente,amaɾel,ɐmɐˈɾɛlu,a.ma.ɾel,ɐ.mɐ.ˈɾɛ.lu,-,lu,3,4,-,4,-,Final,ɾel,-,ˈɾɛ,4,,amarelo,yellow,Baptista2019[271-277],
Cape Verdean Sao Vicente,bo,ˈvɔʃ,bo,ˈvɔʃ,bo,ˈvɔʃ,1,1,1,1,Final,Final,0,1,0,1,,vós,you,Baptista2019[271-277],